VehicleType,ChargingStation,TimeToChargePerUnit
V9,C144,480
V9,C145,420
V9,C146,540
V9,C147,480
V9,C148,360
V9,C149,360
V9,C150,300
V9,C151,480
V9,C152,300
V9,C153,480
V9,C154,420
V9,C155,540
V9,C156,360
V9,C157,420
V9,C158,480
V9,C159,540
V9,C160,420
V9,C161,540
V9,C162,480
V9,C163,540
V9,C164,480
V9,C165,480
V9,C166,480
V9,C167,420
V9,C168,480
V9,C169,300
V9,C170,420
V9,C171,420
V9,C172,360
V9,C173,300
V9,C174,540
V9,C175,300
V9,C176,360
V9,C177,540
V9,C178,480
V9,C179,300
V9,C180,480
V9,C181,360
V9,C182,420
V9,C183,420
V9,C184,480
V9,C185,540
V9,C186,360
V9,C187,540
V9,C188,540
V9,C189,540
V9,C190,420
V9,C191,480
V9,C192,360
V9,C193,420
V9,C194,300
V9,C195,420
V9,C196,300
V9,C197,480
V9,C198,540
V9,C199,360
V9,C200,420
V10,C1,420
V10,C2,420
V10,C3,420
V10,C4,300
V10,C5,540
V10,C6,420
V10,C7,360
V10,C8,360
V10,C9,420
V10,C10,540
V10,C11,540
V10,C12,540
V10,C13,300
V10,C14,540
V10,C15,420
V10,C16,480
V10,C17,300
V10,C18,300
V10,C19,480
V10,C20,480
V10,C21,420
V10,C22,480
V10,C23,300
V10,C24,300
V10,C25,420
V10,C26,540
V10,C27,420
V10,C28,300
V10,C29,300
V10,C30,540
V10,C31,540
V10,C32,540
V10,C33,300
V10,C34,300
V10,C35,360
V10,C36,420
V10,C37,300
V10,C38,300
V10,C39,540
V10,C40,360
V10,C41,480
V10,C42,300
V10,C43,480
V10,C44,420
V10,C45,300
V10,C46,360
V10,C47,540
V10,C48,360
V10,C49,480
V10,C50,480
V10,C51,300
V10,C52,360
V10,C53,300
V10,C54,540
V10,C55,420
V10,C56,540
V10,C57,360
V10,C58,540
V10,C59,540
V10,C60,360
V10,C61,540
V10,C62,360
V10,C63,300
V10,C64,300
V10,C65,480
V10,C66,420
V10,C67,360
V10,C68,360
V10,C69,300
V10,C70,420
V10,C71,300
V10,C72,480
V10,C73,420
V10,C74,360
V10,C75,420
V10,C76,540
V10,C77,360
V10,C78,540
V10,C79,540
V10,C80,480
V10,C81,300
V10,C82,420
V10,C83,480
V10,C84,540
V10,C85,480
V10,C86,360
V10,C87,540
V10,C88,300
V10,C89,480
V10,C90,420
V10,C91,300
V10,C92,540
V10,C93,480
V10,C94,300
V10,C95,360
V10,C96,300
V10,C97,480
V10,C98,420
V10,C99,420
V10,C100,360
V10,C101,300
V10,C102,360
V10,C103,540
V10,C104,360
V10,C105,300
V10,C106,540
V10,C107,360
V10,C108,360
V10,C109,300
V10,C110,480
V10,C111,540
V10,C112,420
V10,C113,480
V10,C114,300
V10,C115,420
V10,C116,360
V10,C117,420
V10,C118,360
V10,C119,420
V10,C120,480
V10,C121,360
V10,C122,540
V10,C123,300
V10,C124,300
V10,C125,540
V10,C126,300
V10,C127,480
V10,C128,480
V10,C129,360
V10,C130,420
V10,C131,360
V10,C132,540
V10,C133,300
V10,C134,540
V10,C135,360
V10,C136,480
V10,C137,360
V10,C138,360
V10,C139,540
V10,C140,540
V10,C141,420
V10,C142,360
V10,C143,420
V10,C144,420
V10,C145,480
V10,C146,540
V10,C147,540
V10,C148,420
V10,C149,420
V10,C150,420
V10,C151,360
V10,C152,360
V10,C153,360
V10,C154,540
V10,C155,480
V10,C156,480
V10,C157,360
V10,C158,540
V10,C159,480
V10,C160,480
V10,C161,360
V10,C162,300
V10,C163,300
V10,C164,420
V10,C165,360
V10,C166,300
V10,C167,300
V10,C168,300
V10,C169,420
V10,C170,540
V10,C171,420
V10,C172,300
V10,C173,540
V10,C174,480
V10,C175,540
V10,C176,420
V10,C177,540
V10,C178,300
V10,C179,360
V10,C180,360
V10,C181,480
V10,C182,480
V10,C183,360
V10,C184,300
V10,C185,540
V10,C186,300
V10,C187,360
V10,C188,540
V10,C189,300
V10,C190,360
V10,C191,420
V10,C192,360
V10,C193,420
V10,C194,300
V10,C195,300
V10,C196,420
V10,C197,540
V10,C198,480
V10,C199,540
V10,C200,480
V11,C1,540
V11,C2,420
V11,C3,420
V11,C4,420
V11,C5,300
V11,C6,300
V11,C7,420
V11,C8,420
V11,C9,420
V11,C10,300
V11,C11,480
V11,C12,540
V11,C13,420
V11,C14,300
V11,C15,300
V11,C16,480
V11,C17,480
V11,C18,540
V11,C19,360
V11,C20,480
V11,C21,540
V11,C22,540
V11,C23,480
V11,C24,540
V11,C25,480
V11,C26,480
V11,C27,300
V11,C28,300
V11,C29,300
V11,C30,540
V11,C31,540
V11,C32,300
V11,C33,360
V11,C34,360
V11,C35,540
V11,C36,480
V11,C37,540
V11,C38,420
V11,C39,540
V11,C40,420
V11,C41,360
V11,C42,420
V11,C43,360
V11,C44,360
V11,C45,540
V11,C46,480
V11,C47,480
V11,C48,540
V11,C49,540
V11,C50,480
V11,C51,480
V11,C52,420
V11,C53,300
V11,C54,360
V11,C55,420
V11,C56,300
V11,C57,300
V11,C58,540
V11,C59,300
V11,C60,360
V11,C61,420
V11,C62,480
V11,C63,480
V11,C64,540
V11,C65,360
V11,C66,540
V11,C67,360
V11,C68,360
V11,C69,300
V11,C70,480
V11,C71,540
V11,C72,420
V11,C73,540
V11,C74,540
V11,C75,540
V11,C76,420
V11,C77,300
V11,C78,300
V11,C79,420
V11,C80,360
V11,C81,420
V11,C82,480
V11,C83,480
V11,C84,540
V11,C85,540
V11,C86,360
V11,C87,480
V11,C88,480
V11,C89,480
V11,C90,360
V11,C91,540
V11,C92,300
V11,C93,300
V11,C94,480
V11,C95,420
V11,C96,420
V11,C97,540
V11,C98,480
V11,C99,360
V11,C100,300
V11,C101,420
V11,C102,300
V11,C103,420
V11,C104,540
V11,C105,300
V11,C106,300
V11,C107,360
V11,C108,480
V11,C109,480
V11,C110,540
V11,C111,540
V11,C112,360
V11,C113,480
V11,C114,540
V11,C115,540
V11,C116,360
V11,C117,420
V11,C118,420
V11,C119,420
V11,C120,540
V11,C121,300
V11,C122,480
V11,C123,420
V11,C124,360
V11,C125,300
V11,C126,300
V11,C127,480
V11,C128,480
V11,C129,420
V11,C130,540
V11,C131,300
V11,C132,420
V11,C133,300
V11,C134,480
V11,C135,420
V11,C136,360
V11,C137,540
V11,C138,360
V11,C139,360
V11,C140,360
V11,C141,540
V11,C142,300
V11,C143,300
V11,C144,420
V11,C145,360
V11,C146,420
V11,C147,540
V11,C148,360
V11,C149,360
V11,C150,360
V11,C151,300
V11,C152,540
V11,C153,480
V11,C154,360
V11,C155,540
V11,C156,360
V11,C157,540
V11,C158,420
V11,C159,540
V11,C160,480
V11,C161,360
V11,C162,420
V11,C163,420
V11,C164,360
V11,C165,540
V11,C166,540
V11,C167,360
V11,C168,300
V11,C169,480
V11,C170,420
V11,C171,360
V11,C172,540
V11,C173,540
V11,C174,480
V11,C175,540
V11,C176,540
V11,C177,480
V11,C178,540
V11,C179,540
V11,C180,420
V11,C181,360
V11,C182,540
V11,C183,420
V11,C184,360
V11,C185,480
V11,C186,300
V11,C187,540
V11,C188,540
V11,C189,540
V11,C190,540
V11,C191,540
V11,C192,300
V11,C193,480
V11,C194,480
V11,C195,300
V11,C196,300
V11,C197,360
V11,C198,480
V11,C199,300
V11,C200,300
V12,C1,420
V12,C2,540
V12,C3,480
V12,C4,360
V12,C5,360
V12,C6,300
V12,C7,420
V12,C8,300
V12,C9,540
V12,C10,360
V12,C11,420
V12,C12,420
V12,C13,480
V12,C14,540
V12,C15,420
V12,C16,480
V12,C17,480
V12,C18,480
V12,C19,420
V12,C20,480
V12,C21,540
V12,C22,540
V12,C23,420
V12,C24,420
V12,C25,360
V12,C26,420
V12,C27,300
V12,C28,420
V12,C29,540
V12,C30,420
V12,C31,540
V12,C32,480
V12,C33,480
V12,C34,300
V12,C35,300
V12,C36,300
V12,C37,360
V12,C38,300
V12,C39,420
V12,C40,360
V12,C41,420
V12,C42,300
V12,C43,420
V12,C44,480
V12,C45,540
V12,C46,480
V12,C47,360
V12,C48,480
V12,C49,540
V12,C50,540
V12,C51,360
V12,C52,480
V12,C53,480
V12,C54,300
V12,C55,420
V12,C56,420
V12,C57,360
V12,C58,300
V12,C59,540
V12,C60,480
V12,C61,540
V12,C62,360
V12,C63,360
V12,C64,420
V12,C65,540
V12,C66,540
V12,C67,360
V12,C68,540
V12,C69,360
V12,C70,360
V12,C71,480
V12,C72,300
V12,C73,300
V12,C74,480
V12,C75,360
V12,C76,360
V12,C77,420
V12,C78,540
V12,C79,300
V12,C80,420
V12,C81,420
V12,C82,300
V12,C83,360
V12,C84,300
V12,C85,420
V12,C86,480
V12,C87,420
V12,C88,300
V12,C89,480
V12,C90,480
V12,C91,420
V12,C92,540
V12,C93,360
V12,C94,420
V12,C95,420
V12,C96,420
V12,C97,360
V12,C98,480
V12,C99,420
V12,C100,540
V12,C101,300
V12,C102,420
V12,C103,480
V12,C104,360
V12,C105,300
V12,C106,540
V12,C107,360
V12,C108,540
V12,C109,300
V12,C110,480
V12,C111,540
V12,C112,540
V12,C113,480
V12,C114,420
V12,C115,480
V12,C116,540
V12,C117,480
V12,C118,420
V12,C119,300
V12,C120,480
V12,C121,540
V12,C122,540
V12,C123,540
V12,C124,540
V12,C125,540
V12,C126,540
V12,C127,480
V12,C128,300
V12,C129,480
V12,C130,480
V12,C131,300
V12,C132,420
V12,C133,300
V12,C134,360
V12,C135,360
V12,C136,300
V12,C137,420
V12,C138,540
V12,C139,360
V12,C140,360
V12,C141,480
V12,C142,480
V12,C143,480
V12,C144,300
V12,C145,420
V12,C146,480
V12,C147,300
V12,C148,300
V12,C149,300
V12,C150,480
V12,C151,420
V12,C152,420
V12,C153,360
V12,C154,420
V12,C155,420
V12,C156,360
V12,C157,300
V12,C158,420
V12,C159,420
V12,C160,420
V12,C161,300
V12,C162,420
V12,C163,300
V12,C164,540
V12,C165,360
V12,C166,360
V12,C167,300
V12,C168,420
V12,C169,300
V12,C170,420
V12,C171,480
V12,C172,300
V12,C173,420
V12,C174,300
V12,C175,300
V12,C176,300
V12,C177,540
V12,C178,360
V12,C179,300
V12,C180,420
V12,C181,540
V12,C182,360
V12,C183,360
V12,C184,360
V12,C185,540
V12,C186,360
V12,C187,540
V12,C188,540
V12,C189,540
V12,C190,420
V12,C191,300
V12,C192,480
V12,C193,420
V12,C194,420
V12,C195,300
V12,C196,420
V12,C197,300
V12,C198,540
V12,C199,300
V12,C200,360
V13,C1,360
V13,C2,480
V13,C3,540
V13,C4,420
V13,C5,300
V13,C6,480
V13,C7,420
V13,C8,540
V13,C9,300
V13,C10,480
V13,C11,480
V13,C12,540
V13,C13,420
V13,C14,420
V13,C15,420
V13,C16,540
V13,C17,540
V13,C18,480
V13,C19,300
V13,C20,360
V13,C21,480
V13,C22,420
V13,C23,360
V13,C24,420
V13,C25,360
V13,C26,420
V13,C27,300
V13,C28,480
V13,C29,360
V13,C30,300
V13,C31,360
V13,C32,540
V13,C33,480
V13,C34,360
V13,C35,360
V13,C36,540
V13,C37,540
V13,C38,480
V13,C39,480
V13,C40,420
V13,C41,540
V13,C42,300
V13,C43,420
V13,C44,540
V13,C45,420
V13,C46,300
V13,C47,360
V13,C48,300
V13,C49,360
V13,C50,420
V13,C51,420
V13,C52,480
V13,C53,360
V13,C54,540
V13,C55,480
V13,C56,360
V13,C57,540
V13,C58,360
V13,C59,420
V13,C60,480
V13,C61,420
V13,C62,300
V13,C63,300
V13,C64,360
V13,C65,360
V13,C66,360
V13,C67,420
V13,C68,360
V13,C69,360
V13,C70,540
V13,C71,300
V13,C72,420
V13,C73,540
V13,C74,300
V13,C75,480
V13,C76,360
V13,C77,480
V13,C78,360
V13,C79,540
V13,C80,300
V13,C81,480
V13,C82,420
V13,C83,360
V13,C84,360
V13,C85,540
V13,C86,360
V13,C87,360
V13,C88,540
V13,C89,360
V13,C90,300
V13,C91,420
V13,C92,300
V13,C93,540
V13,C94,360
V13,C95,300
V13,C96,540
V13,C97,480
V13,C98,360
V13,C99,420
V13,C100,420
V13,C101,300
V13,C102,360
V13,C103,360
V13,C104,420
V13,C105,480
V13,C106,300
V13,C107,480
V13,C108,480
V13,C109,540
V13,C110,540
V13,C111,360
V13,C112,300
V13,C113,360
V13,C114,360
V13,C115,300
V13,C116,540
V13,C117,300
V13,C118,360
V13,C119,300
V13,C120,480
V13,C121,540
V13,C122,420
V13,C123,540
V13,C124,480
V13,C125,540
V13,C126,540
V13,C127,420
V13,C128,480
V13,C129,360
V13,C130,480
V13,C131,540
V13,C132,420
V13,C133,480
V13,C134,300
V13,C135,540
V13,C136,360
V13,C137,300
V13,C138,300
V13,C139,480
V13,C140,420
V13,C141,480
V13,C142,360
V13,C143,360
V13,C144,360
V13,C145,480
V13,C146,420
V13,C147,360
V13,C148,420
V13,C149,540
V13,C150,300
V13,C151,420
V13,C152,300
V13,C153,420
V13,C154,480
V13,C155,420
V13,C156,540
V13,C157,480
V13,C158,540
V13,C159,420
V13,C160,300
V13,C161,480
V13,C162,540
V13,C163,480
V13,C164,480
V13,C165,360
V13,C166,480
V13,C167,420
V13,C168,300
V13,C169,360
V13,C170,420
V13,C171,360
V13,C172,480
V13,C173,480
V13,C174,480
V13,C175,360
V13,C176,540
V13,C177,300
V13,C178,420
V13,C179,480
V13,C180,540
V13,C181,540
V13,C182,540
V13,C183,540
V13,C184,420
V13,C185,360
V13,C186,480
V13,C187,420
V13,C188,420
V13,C189,300
V13,C190,300
V13,C191,540
V13,C192,540
V13,C193,360
V13,C194,480
V13,C195,480
V13,C196,300
V13,C197,420
V13,C198,420
V13,C199,360
V13,C200,360
V14,C1,300
V14,C2,360
V14,C3,420
V14,C4,360
V14,C5,360
V14,C6,540
V14,C7,540
V14,C8,540
V14,C9,420
V14,C10,420
V14,C11,360
V14,C12,420
V14,C13,480
V14,C14,420
V14,C15,300
V14,C16,480
V14,C17,420
V14,C18,420
V14,C19,300
V14,C20,420
V14,C21,540
V14,C22,540
V14,C23,360
V14,C24,360
V14,C25,300
V14,C26,300
V14,C27,420
V14,C28,540
V14,C29,420
V14,C30,540
V14,C31,360
V14,C32,480
V14,C33,360
V14,C34,420
V14,C35,420
V14,C36,420
V14,C37,420
V14,C38,480
V14,C39,420
V14,C40,420
V14,C41,480
V14,C42,300
V14,C43,420
V14,C44,480
V14,C45,420
V14,C46,300
V14,C47,480
V14,C48,420
V14,C49,300
V14,C50,420
V14,C51,420
V14,C52,480
V14,C53,420
V14,C54,360
V14,C55,480
V14,C56,420
V14,C57,540
V14,C58,540
V14,C59,540
V14,C60,480
V14,C61,540
V14,C62,360
V14,C63,360
V14,C64,300
V14,C65,420
V14,C66,480
V14,C67,300
V14,C68,480
V14,C69,360
V14,C70,420
V14,C71,420
V14,C72,300
V14,C73,540
V14,C74,540
V14,C75,300
V14,C76,480
V14,C77,300
V14,C78,480
V14,C79,300
V14,C80,300
V14,C81,360
V14,C82,300
V14,C83,480
V14,C84,480
V14,C85,360
V14,C86,540
V14,C87,540
V14,C88,480
V14,C89,540
V14,C90,420
V14,C91,300
V14,C92,360
V14,C93,540
V14,C94,480
V14,C95,480
V14,C96,300
V14,C97,540
V14,C98,300
V14,C99,540
V14,C100,480
V14,C101,300
V14,C102,420
V14,C103,420
V14,C104,300
V14,C105,420
V14,C106,360
V14,C107,360
V14,C108,420
V14,C109,540
V14,C110,360
V14,C111,420
V14,C112,360
V14,C113,420
V14,C114,360
V14,C115,480
V14,C116,540
V14,C117,360
V14,C118,480
V14,C119,480
V14,C120,420
V14,C121,360
V14,C122,540
V14,C123,300
V14,C124,360
V14,C125,420
V14,C126,300
V14,C127,300
V14,C128,300
V14,C129,300
V14,C130,300
V14,C131,420
V14,C132,360
V14,C133,300
V14,C134,300
V14,C135,300
V14,C136,480
V14,C137,540
V14,C138,540
V14,C139,420
V14,C140,360
V14,C141,300
V14,C142,480
V14,C143,540
V14,C144,540
V14,C145,540
V14,C146,540
V14,C147,540
V14,C148,360
V14,C149,480
V14,C150,420
V14,C151,300
V14,C152,360
V14,C153,300
V14,C154,480
V14,C155,420
V14,C156,480
V14,C157,480
V14,C158,420
V14,C159,420
V14,C160,360
V14,C161,300
V14,C162,360
V14,C163,300
V14,C164,540
V14,C165,540
V14,C166,360
V14,C167,480
V14,C168,300
V14,C169,360
V14,C170,420
V14,C171,300
V14,C172,300
V14,C173,300
V14,C174,540
V14,C175,480
V14,C176,540
V14,C177,300
V14,C178,420
V14,C179,540
V14,C180,360
V14,C181,360
V14,C182,360
V14,C183,360
V14,C184,300
V14,C185,360
V14,C186,540
V14,C187,480
V14,C188,480
V14,C189,540
V14,C190,300
V14,C191,360
V14,C192,360
V14,C193,480
V14,C194,420
V14,C195,540
V14,C196,300
V14,C197,420
V14,C198,540
V14,C199,540
V14,C200,480
V15,C1,420
V15,C2,540
V15,C3,360
V15,C4,480
V15,C5,420
V15,C6,300
V15,C7,300
V15,C8,360
V15,C9,480
V15,C10,540
V15,C11,420
V15,C12,420
V15,C13,480
V15,C14,360
V15,C15,540
V15,C16,420
V15,C17,420
V15,C18,360
V15,C19,480
V15,C20,480
V15,C21,540
V15,C22,360
V15,C23,300
V15,C24,540
V15,C25,300
V15,C26,480
V15,C27,480
V15,C28,420
V15,C29,420
V15,C30,300
V15,C31,360
V15,C32,360
V15,C33,420
V15,C34,480
V15,C35,420
V15,C36,420
V15,C37,360
V15,C38,420
V15,C39,360
V15,C40,360
V15,C41,420
V15,C42,360
V15,C43,300
V15,C44,360
V15,C45,300
V15,C46,300
V15,C47,480
V15,C48,420
V15,C49,480
V15,C50,540
V15,C51,420
V15,C52,480
V15,C53,300
V15,C54,360
V15,C55,300
V15,C56,420
V15,C57,540
V15,C58,360
V15,C59,540
V15,C60,360
V15,C61,300
V15,C62,300
V15,C63,540
V15,C64,540
V15,C65,300
V15,C66,480
V15,C67,480
V15,C68,540
V15,C69,480
V15,C70,420
V15,C71,480
V15,C72,420
V15,C73,480
V15,C74,480
V15,C75,360
V15,C76,420
V15,C77,480
V15,C78,420
V15,C79,360
V15,C80,480
V15,C81,480
V15,C82,360
V15,C83,360
V15,C84,300
V15,C85,300
V15,C86,300
V15,C87,300
V15,C88,300
V15,C89,300
V15,C90,300
V15,C91,540
V15,C92,360
V15,C93,480
V15,C94,300
V15,C95,360
V15,C96,480
V15,C97,360
V15,C98,360
V15,C99,360
V15,C100,360
V15,C101,540
V15,C102,360
V15,C103,360
V15,C104,300
V15,C105,540
V15,C106,420
V15,C107,360
V15,C108,420
V15,C109,300
V15,C110,420
V15,C111,480
V15,C112,540
V15,C113,540
V15,C114,480
V15,C115,300
V15,C116,360
V15,C117,360
V15,C118,360
V15,C119,480
V15,C120,420
V15,C121,300
V15,C122,540
V15,C123,420
V15,C124,480
V15,C125,480
V15,C126,420
V15,C127,420
V15,C128,420
V15,C129,300
V15,C130,360
V15,C131,300
V15,C132,540
V15,C133,300
V15,C134,540
V15,C135,480
V15,C136,300
V15,C137,480
V15,C138,300
V15,C139,300
V15,C140,360
V15,C141,540
V15,C142,480
V15,C143,480
V15,C144,360
V15,C145,360
V15,C146,420
V15,C147,360
V15,C148,480
V15,C149,540
V15,C150,360
V15,C151,300
V15,C152,360
V15,C153,360
V15,C154,540
V15,C155,360
V15,C156,300
V15,C157,480
V15,C158,420
V15,C159,540
V15,C160,540
V15,C161,480
V15,C162,420
V15,C163,480
V15,C164,540
V15,C165,360
V15,C166,480
V15,C167,540
V15,C168,300
V15,C169,360
V15,C170,480
V15,C171,480
V15,C172,360
V15,C173,300
V15,C174,300
V15,C175,360
V15,C176,480
V15,C177,420
V15,C178,420
V15,C179,420
V15,C180,420
V15,C181,540
V15,C182,480
V15,C183,360
V15,C184,480
V15,C185,540
V15,C186,360
V15,C187,420
V15,C188,540
V15,C189,360
V15,C190,360
V15,C191,420
V15,C192,540
V15,C193,540
V15,C194,360
V15,C195,420
V15,C196,360
V15,C197,480
V15,C198,480
V15,C199,300
V15,C200,360
V16,C1,300
V16,C2,540
V16,C3,300
V16,C4,300
V16,C5,540
V16,C6,300
V16,C7,360
V16,C8,480
V16,C9,300
V16,C10,360
V16,C11,540
V16,C12,540
V16,C13,300
V16,C14,420
V16,C15,420
V16,C16,480
V16,C17,540
V16,C18,360
V16,C19,540
V16,C20,480
V16,C21,360
V16,C22,540
V16,C23,360
V16,C24,420
V16,C25,360
V16,C26,360
V16,C27,300
V16,C28,360
V16,C29,480
V16,C30,480
V16,C31,360
V16,C32,300
V16,C33,360
V16,C34,480
V16,C35,420
V16,C36,420
V16,C37,360
V16,C38,360
V16,C39,540
V16,C40,480
V16,C41,300
V16,C42,540
V16,C43,360
V16,C44,360
V16,C45,420
V16,C46,300
V16,C47,360
V16,C48,300
V16,C49,300
V16,C50,360
V16,C51,540
V16,C52,300
V16,C53,540
V16,C54,480
V16,C55,360
V16,C56,540
V16,C57,300
V16,C58,360
V16,C59,420
V16,C60,540
V16,C61,360
V16,C62,540
V16,C63,480
V16,C64,480
V16,C65,480
V16,C66,480
V16,C67,300
V16,C68,480
V16,C69,300
V16,C70,360
V16,C71,540
V16,C72,540
V16,C73,420
V16,C74,540
V16,C75,540
V16,C76,540
V16,C77,480
V16,C78,540
V16,C79,300
V16,C80,300
V16,C81,360
V16,C82,300
V16,C83,360
V16,C84,480
V16,C85,540
V16,C86,360
V16,C87,300
V16,C88,540
V16,C89,480
V16,C90,360
V16,C91,300
V16,C92,300
V16,C93,420
V16,C94,360
V16,C95,420
V16,C96,540
V16,C97,540
V16,C98,420
V16,C99,420
V16,C100,360
V16,C101,480
V16,C102,420
V16,C103,480
V16,C104,540
V16,C105,540
V16,C106,420
V16,C107,420
V16,C108,300
V16,C109,300
V16,C110,540
V16,C111,360
V16,C112,300
V16,C113,420
V16,C114,300
V16,C115,540
V16,C116,480
V16,C117,300
V16,C118,300
V16,C119,420
V16,C120,300
V16,C121,360
V16,C122,420
V16,C123,540
V16,C124,540
V16,C125,420
V16,C126,360
V16,C127,360
V16,C128,540
V16,C129,480
V16,C130,480
V16,C131,480
V16,C132,480
V16,C133,300
V16,C134,300
V16,C135,420
V16,C136,480
V16,C137,480
V16,C138,420
V16,C139,360
V16,C140,360
V16,C141,540
V16,C142,300
V16,C143,480
V16,C144,420
V16,C145,420
V16,C146,360
V16,C147,360
V16,C148,360
V16,C149,480
V16,C150,300
V16,C151,360
V16,C152,360
V16,C153,300
V16,C154,300
V16,C155,420
V16,C156,300
V16,C157,360
V16,C158,540
V16,C159,540
V16,C160,360
V16,C161,480
V16,C162,540
V16,C163,480
V16,C164,540
V16,C165,420
V16,C166,480
V16,C167,420
V16,C168,420
V16,C169,420
V16,C170,420
V16,C171,480
V16,C172,360
V16,C173,480
V16,C174,360
V16,C175,420
V16,C176,420
V16,C177,540
V16,C178,420
V16,C179,420
V16,C180,360
V16,C181,540
V16,C182,480
V16,C183,540
V16,C184,480
V16,C185,420
V16,C186,300
V16,C187,300
V16,C188,420
V16,C189,480
V16,C190,480
V16,C191,420
V16,C192,540
V16,C193,420
V16,C194,480
V16,C195,420
V16,C196,480
V16,C197,420
V16,C198,300
V16,C199,300
V16,C200,540
V17,C1,300
V17,C2,360
V17,C3,360
V17,C4,360
V17,C5,360
V17,C6,480
V17,C7,360
V17,C8,480
V17,C9,540
V17,C10,540
V17,C11,540
V17,C12,300
V17,C13,420
V17,C14,420
V17,C15,480
V17,C16,300
V17,C17,480
V17,C18,300
V17,C19,360
V17,C20,420
V17,C21,360
V17,C22,360
V17,C23,300
V17,C24,300
V17,C25,300
V17,C26,360
V17,C27,540
V17,C28,480
V17,C29,300
V17,C30,480
V17,C31,540
V17,C32,360
V17,C33,300
V17,C34,480
V17,C35,420
V17,C36,420
V17,C37,300
V17,C38,300
V17,C39,420
V17,C40,360
V17,C41,300
V17,C42,420
V17,C43,300
V17,C44,300
V17,C45,480
V17,C46,300
V17,C47,540
V17,C48,360
V17,C49,540
V17,C50,480
V17,C51,540
V17,C52,540
V17,C53,480
V17,C54,480
V17,C55,300
V17,C56,300
V17,C57,480
V17,C58,420
V17,C59,360
V17,C60,480
V17,C61,540
V17,C62,480
V17,C63,420
V17,C64,480
V17,C65,420
V17,C66,480
V17,C67,480
V17,C68,540
V17,C69,480
V17,C70,420
V17,C71,540
V17,C72,480
V17,C73,540
V17,C74,480
V17,C75,420
V17,C76,420
V17,C77,540
V17,C78,360
V17,C79,300
V17,C80,480
V17,C81,360
V17,C82,420
V17,C83,540
V17,C84,540
V17,C85,300
V17,C86,540
V17,C87,300
V17,C88,300
V17,C89,300
V17,C90,480
V17,C91,540
V17,C92,360
V17,C93,360
V17,C94,480
V17,C95,540
V17,C96,420
V17,C97,300
V17,C98,540
V17,C99,540
V17,C100,480
V17,C101,540
V17,C102,300
V17,C103,360
V17,C104,480
V17,C105,420
V17,C106,480
V17,C107,300
V17,C108,420
V17,C109,360
V17,C110,300
V17,C111,360
V17,C112,540
V17,C113,540
V17,C114,300
V17,C115,300
V17,C116,360
V17,C117,420
V17,C118,300
V17,C119,480
V17,C120,360
V17,C121,480
V17,C122,300
V17,C123,300
V17,C124,420
V17,C125,420
V17,C126,540
V17,C127,360
V17,C128,360
V17,C129,540
V17,C130,540
V17,C131,480
V17,C132,540
V17,C133,420
V17,C134,420
V17,C135,300
V17,C136,420
V17,C137,420
V17,C138,540
V17,C139,360
V17,C140,360
V17,C141,420
V17,C142,420
V17,C143,360
V17,C144,480
V17,C145,360
V17,C146,300
V17,C147,420
V17,C148,420
V17,C149,420
V17,C150,480
V17,C151,300
V17,C152,360
V17,C153,420
V17,C154,300
V17,C155,540
V17,C156,540
V17,C157,420
V17,C158,540
V17,C159,480
V17,C160,480
V17,C161,360
V17,C162,360
V17,C163,420
V17,C164,480
V17,C165,420
V17,C166,420
V17,C167,420
V17,C168,300
V17,C169,360
V17,C170,540
V17,C171,480
V17,C172,300
V17,C173,360
V17,C174,360
V17,C175,540
V17,C176,420
V17,C177,540
V17,C178,420
V17,C179,360
V17,C180,420
V17,C181,540
V17,C182,420
V17,C183,300
V17,C184,360
V17,C185,300
V17,C186,300
V17,C187,300
V17,C188,420
V17,C189,540
V17,C190,360
V17,C191,360
V17,C192,420
V17,C193,360
V17,C194,420
V17,C195,420
V17,C196,480
V17,C197,540
V17,C198,540
V17,C199,420
V17,C200,480
V18,C1,360
V18,C2,420
V18,C3,540
V18,C4,360
V18,C5,300
V18,C6,300
V18,C7,480
V18,C8,540
V18,C9,300
V18,C10,540
V18,C11,540
V18,C12,360
V18,C13,360
V18,C14,420
V18,C15,540
V18,C16,420
V18,C17,480
V18,C18,360
V18,C19,360
V18,C20,420
V18,C21,480
V18,C22,360
V18,C23,300
V18,C24,480
V18,C25,360
V18,C26,360
V18,C27,480
V18,C28,360
V18,C29,540
V18,C30,540
V18,C31,300
V18,C32,480
V18,C33,480
V18,C34,360
V18,C35,480
V18,C36,360
V18,C37,360
V18,C38,300
V18,C39,300
V18,C40,480
V18,C41,420
V18,C42,480
V18,C43,300
V18,C44,360
V18,C45,540
V18,C46,480
V18,C47,300
V18,C48,420
V18,C49,540
V18,C50,480
V18,C51,480
V18,C52,300
V18,C53,360
V18,C54,540
V18,C55,540
V18,C56,300
V18,C57,480
V18,C58,540
V18,C59,540
V18,C60,480
V18,C61,480
V18,C62,540
V18,C63,360
V18,C64,420
V18,C65,480
V18,C66,420
V18,C67,360
V18,C68,420
V18,C69,540
V18,C70,540
V18,C71,360
V18,C72,540
V18,C73,480
V18,C74,300
V18,C75,360
V18,C76,540
V18,C77,360
V18,C78,300
V18,C79,540
V18,C80,480
V18,C81,420
V18,C82,360
V18,C83,360
V18,C84,300
V18,C85,540
V18,C86,360
V18,C87,300
V18,C88,300
V18,C89,300
