Id,VehicleType,RemainingBatteryPercentage,EntryPoint,ExitPoint
19134,V30,96,A81,A94
19135,V23,61,A10,A99
19136,V25,64,A72,A81
19137,V7,78,A48,A94
19138,V19,67,A44,A56
19139,V16,53,A77,A83
19140,V16,79,A74,A100
19141,V21,63,A7,A43
19142,V13,21,A45,A89
19143,V17,35,A77,A82
19144,V25,70,A80,A84
19145,V22,55,A2,A71
19146,V24,80,A30,A58
19147,V11,90,A88,A90
19148,V11,75,A55,A68
19149,V6,21,A5,A25
19150,V5,43,A86,A87
19151,V4,97,A89,A91
19152,V20,73,A51,A67
19153,V1,95,A94,A96
19154,V18,79,A86,A96
19155,V8,60,A79,A97
19156,V20,43,A70,A93
19157,V17,72,A2,A65
19158,V4,99,A91,A96
19159,V4,50,A65,A76
19160,V20,51,A59,A82
19161,V17,45,A22,A65
19162,V8,81,A80,A84
19163,V27,87,A83,A99
19164,V13,98,A40,A64
19165,V22,50,A99,A100
19166,V23,42,A45,A92
19167,V10,92,A79,A100
19168,V5,59,A48,A95
19169,V2,65,A51,A78
19170,V29,76,A89,A95
19171,V18,94,A23,A63
19172,V17,80,A85,A94
19173,V9,79,A73,A92
19174,V6,27,A20,A29
19175,V19,70,A98,A100
19176,V14,87,A73,A87
19177,V27,31,A56,A83
19178,V21,36,A74,A90
19179,V4,80,A16,A21
19180,V28,44,A17,A55
19181,V2,55,A59,A68
19182,V30,60,A44,A74
19183,V2,86,A66,A90
19184,V29,26,A43,A73
19185,V21,49,A5,A71
19186,V2,95,A37,A43
19187,V1,41,A68,A99
19188,V7,30,A86,A97
19189,V18,83,A56,A86
19190,V12,74,A44,A85
19191,V11,28,A58,A69
19192,V26,26,A34,A58
19193,V9,83,A13,A40
19194,V13,55,A17,A81
19195,V5,57,A35,A58
19196,V29,43,A53,A75
19197,V18,93,A34,A90
19198,V8,76,A49,A84
19199,V6,73,A51,A100
19200,V18,90,A16,A85
19201,V24,87,A1,A3
19202,V11,85,A44,A87
19203,V23,26,A26,A96
19204,V20,29,A39,A74
19205,V13,97,A38,A74
19206,V28,30,A90,A95
19207,V23,40,A91,A98
19208,V28,36,A91,A99
19209,V18,78,A65,A85
19210,V15,94,A97,A100
19211,V7,66,A38,A80
19212,V3,98,A56,A66
19213,V26,47,A4,A84
19214,V20,64,A64,A93
19215,V29,55,A81,A84
19216,V5,33,A30,A38
19217,V26,38,A53,A93
19218,V6,33,A22,A89
19219,V7,62,A28,A65
19220,V5,22,A16,A27
19221,V29,41,A91,A99
19222,V4,81,A31,A60
19223,V3,20,A5,A62
19224,V21,47,A87,A100
19225,V7,88,A98,A99
19226,V7,96,A99,A100
19227,V17,82,A58,A88
19228,V17,30,A39,A87
19229,V1,52,A42,A91
19230,V14,47,A7,A78
19231,V16,29,A22,A47
19232,V15,39,A57,A73
19233,V1,94,A85,A86
19234,V11,55,A99,A100
19235,V15,83,A17,A34
19236,V29,26,A52,A64
19237,V28,66,A5,A70
19238,V23,94,A44,A90
19239,V30,38,A16,A52
19240,V18,88,A28,A64
19241,V7,40,A21,A72
19242,V11,84,A89,A100
19243,V16,76,A95,A100
19244,V1,48,A98,A99
19245,V26,58,A17,A91
19246,V7,27,A13,A75
19247,V11,63,A72,A96
19248,V8,41,A26,A56
19249,V29,47,A82,A95
19250,V2,51,A57,A61
19251,V11,65,A63,A73
19252,V27,98,A60,A85
19253,V18,22,A75,A83
19254,V17,92,A52,A100
19255,V30,49,A94,A96
19256,V21,34,A96,A100
19257,V13,85,A70,A89
19258,V6,97,A68,A87
19259,V19,60,A16,A87
19260,V6,70,A22,A58
19261,V12,67,A97,A100
19262,V6,78,A58,A78
19263,V11,54,A56,A74
19264,V5,81,A42,A93
19265,V19,91,A8,A32
19266,V30,46,A40,A99
19267,V30,84,A4,A44
19268,V27,59,A63,A64
19269,V11,78,A6,A51
19270,V25,86,A49,A61
19271,V16,23,A57,A100
19272,V25,60,A29,A69
19273,V1,37,A42,A45
19274,V15,42,A63,A65
19275,V10,28,A54,A61
19276,V9,35,A90,A98
19277,V20,30,A85,A98
19278,V5,60,A14,A80
19279,V19,90,A39,A43
19280,V18,99,A13,A40
19281,V2,50,A84,A86
19282,V3,59,A3,A25
19283,V5,21,A33,A70
19284,V16,95,A83,A86
19285,V6,69,A63,A93
19286,V3,64,A89,A98
19287,V23,24,A74,A83
19288,V9,49,A20,A93
19289,V26,23,A53,A74
19290,V10,48,A84,A96
19291,V1,34,A46,A86
19292,V20,46,A58,A87
19293,V20,97,A79,A98
19294,V21,41,A8,A100
19295,V29,98,A44,A99
19296,V23,70,A10,A34
19297,V3,37,A92,A98
19298,V30,22,A25,A62
19299,V10,60,A25,A33
19300,V11,91,A2,A75
19301,V3,84,A16,A84
19302,V18,50,A84,A92
19303,V17,30,A91,A94
19304,V28,22,A94,A97
19305,V3,28,A77,A87
19306,V4,82,A17,A39
19307,V27,34,A59,A72
19308,V22,98,A26,A100
19309,V6,42,A51,A84
19310,V4,94,A9,A64
19311,V4,68,A78,A88
19312,V29,61,A32,A56
19313,V16,77,A82,A83
19314,V15,88,A40,A41
19315,V26,41,A26,A69
19316,V28,51,A30,A95
19317,V6,26,A64,A87
19318,V25,83,A93,A97
19319,V12,79,A56,A72
19320,V1,99,A87,A90
19321,V21,75,A17,A26
19322,V27,63,A25,A64
19323,V4,96,A9,A93
19324,V25,96,A48,A84
19325,V23,70,A81,A95
19326,V21,69,A79,A83
19327,V16,72,A82,A88
19328,V12,78,A26,A54
19329,V7,85,A7,A43
19330,V22,73,A31,A87
19331,V7,54,A43,A45
19332,V9,63,A61,A85
19333,V10,74,A65,A76
19334,V2,50,A59,A97
19335,V24,65,A82,A86
19336,V9,52,A21,A85
19337,V16,21,A11,A44
19338,V25,27,A91,A96
19339,V6,60,A34,A88
19340,V12,41,A10,A55
19341,V7,57,A64,A85
19342,V24,90,A94,A98
19343,V15,28,A51,A87
19344,V22,68,A1,A17
19345,V2,45,A5,A81
19346,V27,86,A57,A61
19347,V27,24,A88,A98
19348,V14,51,A79,A95
19349,V10,56,A74,A84
19350,V27,84,A27,A42
19351,V12,82,A13,A88
19352,V12,20,A96,A100
19353,V29,21,A54,A82
19354,V24,57,A2,A84
19355,V16,70,A63,A94
19356,V16,95,A4,A60
19357,V3,41,A11,A16
19358,V24,68,A49,A60
19359,V17,79,A57,A65
19360,V1,21,A85,A93
19361,V18,94,A68,A70
19362,V3,88,A93,A96
19363,V21,24,A7,A9
19364,V14,42,A22,A55
19365,V7,65,A55,A93
19366,V7,36,A4,A99
19367,V19,65,A32,A55
19368,V13,92,A83,A87
19369,V18,72,A31,A96
19370,V23,28,A51,A78
19371,V24,70,A18,A21
19372,V5,20,A80,A84
19373,V17,50,A72,A91
19374,V22,36,A13,A34
19375,V25,64,A23,A46
19376,V13,92,A57,A68
19377,V26,63,A14,A37
19378,V13,32,A33,A82
19379,V24,24,A18,A41
19380,V15,85,A65,A66
19381,V19,68,A47,A64
19382,V9,89,A12,A77
19383,V27,93,A53,A89
19384,V14,59,A48,A81
19385,V11,90,A3,A44
19386,V23,38,A85,A86
19387,V15,60,A69,A99
19388,V16,57,A5,A73
19389,V27,42,A76,A80
19390,V3,66,A58,A74
19391,V11,88,A72,A91
19392,V21,59,A57,A60
19393,V30,48,A57,A59
19394,V12,91,A50,A65
19395,V26,68,A39,A74
19396,V28,29,A17,A94
19397,V16,38,A60,A71
19398,V10,56,A45,A65
19399,V22,50,A61,A64
19400,V22,43,A54,A69
19401,V11,49,A89,A97
19402,V10,86,A30,A48
19403,V12,80,A3,A98
19404,V21,69,A24,A36
19405,V17,55,A27,A31
19406,V22,50,A47,A99
19407,V29,65,A61,A71
19408,V29,45,A81,A98
19409,V26,46,A48,A57
19410,V21,46,A91,A93
19411,V17,21,A46,A80
19412,V13,20,A27,A41
19413,V15,45,A86,A91
19414,V23,96,A30,A46
19415,V27,23,A89,A93
19416,V25,91,A87,A89
19417,V16,88,A10,A35
19418,V17,58,A21,A72
19419,V1,83,A61,A85
19420,V6,69,A12,A44
19421,V6,96,A72,A87
19422,V4,28,A58,A95
19423,V13,31,A64,A81
19424,V2,79,A56,A83
19425,V28,35,A59,A67
19426,V27,24,A20,A99
19427,V3,73,A15,A44
19428,V12,62,A38,A61
19429,V20,98,A46,A54
19430,V19,72,A22,A63
19431,V4,38,A29,A58
19432,V16,52,A64,A72
19433,V8,85,A31,A47
19434,V21,59,A69,A73
19435,V5,35,A17,A83
19436,V1,20,A87,A96
19437,V6,77,A90,A100
19438,V24,56,A14,A28
19439,V28,92,A16,A71
19440,V10,66,A44,A69
19441,V15,65,A23,A61
19442,V21,48,A81,A87
19443,V4,23,A46,A65
19444,V23,34,A42,A77
19445,V14,31,A84,A93
19446,V9,64,A34,A78
19447,V21,65,A2,A56
19448,V26,92,A88,A95
19449,V18,39,A60,A67
19450,V17,59,A62,A93
19451,V29,56,A92,A93
19452,V25,83,A61,A96
19453,V28,59,A52,A61
19454,V10,50,A68,A89
19455,V16,74,A35,A91
19456,V9,90,A35,A69
19457,V8,90,A67,A78
19458,V27,40,A56,A99
19459,V20,43,A1,A19
19460,V3,77,A30,A43
19461,V12,42,A7,A9
19462,V18,33,A79,A87
19463,V13,64,A50,A76
19464,V20,42,A24,A90
19465,V15,23,A96,A97
19466,V13,83,A50,A66
19467,V6,60,A19,A27
19468,V17,24,A45,A66
19469,V23,27,A18,A72
19470,V14,69,A34,A81
19471,V13,81,A10,A19
19472,V22,45,A60,A93
19473,V19,85,A31,A81
19474,V12,42,A30,A98
19475,V18,63,A32,A75
19476,V6,47,A92,A98
19477,V15,99,A71,A85
19478,V6,63,A64,A85
19479,V26,68,A52,A98
19480,V12,98,A16,A23
19481,V7,32,A22,A65
19482,V5,77,A97,A98
19483,V16,83,A60,A84
19484,V16,54,A48,A50
19485,V15,25,A89,A95
19486,V9,44,A34,A79
19487,V22,86,A43,A64
19488,V23,99,A14,A96
19489,V18,77,A91,A100
19490,V16,33,A56,A72
19491,V21,33,A38,A59
19492,V17,34,A12,A14
19493,V9,52,A44,A74
19494,V11,35,A50,A55
19495,V5,53,A69,A87
19496,V16,48,A55,A64
19497,V7,27,A6,A57
19498,V24,96,A35,A69
19499,V4,48,A93,A97
19500,V19,76,A86,A100
19501,V2,21,A76,A99
19502,V11,53,A50,A53
19503,V27,60,A22,A66
19504,V24,81,A93,A97
19505,V23,93,A9,A59
19506,V1,74,A36,A62
19507,V7,61,A37,A56
19508,V23,25,A6,A14
19509,V13,36,A6,A65
19510,V1,97,A37,A85
19511,V6,25,A51,A87
19512,V2,29,A12,A78
19513,V14,57,A60,A74
19514,V23,22,A36,A90
19515,V19,27,A7,A90
19516,V5,26,A52,A75
19517,V21,96,A76,A83
19518,V12,95,A51,A90
19519,V18,28,A63,A99
19520,V20,80,A19,A79
19521,V12,73,A91,A100
19522,V29,86,A53,A94
19523,V8,81,A3,A51
19524,V30,74,A87,A98
19525,V20,64,A18,A71
19526,V4,51,A73,A94
19527,V2,73,A3,A45
19528,V26,53,A56,A60
19529,V16,74,A56,A58
19530,V7,90,A24,A42
19531,V6,83,A53,A61
19532,V10,45,A74,A89
19533,V23,96,A54,A88
19534,V14,58,A76,A96
19535,V22,83,A46,A79
19536,V22,93,A2,A11
19537,V26,78,A99,A100
19538,V24,76,A70,A80
19539,V25,42,A8,A92
19540,V10,20,A80,A82
19541,V15,64,A55,A77
19542,V29,21,A88,A93
19543,V16,70,A58,A76
19544,V25,88,A90,A94
19545,V17,41,A16,A94
19546,V6,98,A55,A73
19547,V3,46,A23,A80
19548,V19,99,A73,A93
19549,V26,60,A70,A86
19550,V17,45,A76,A85
19551,V7,60,A34,A53
19552,V23,89,A20,A28
19553,V19,46,A81,A92
19554,V5,82,A35,A49
19555,V29,66,A49,A84
19556,V7,56,A80,A87
19557,V27,35,A57,A62
19558,V22,96,A54,A55
19559,V18,42,A1,A8
19560,V30,47,A47,A94
19561,V5,33,A94,A95
19562,V24,93,A66,A81
19563,V24,56,A38,A54
19564,V6,70,A83,A93
19565,V18,63,A59,A65
19566,V22,53,A19,A27
19567,V26,56,A99,A100
19568,V4,68,A17,A44
19569,V8,80,A55,A60
19570,V9,91,A85,A86
19571,V16,26,A71,A76
19572,V19,49,A30,A81
19573,V1,37,A26,A100
19574,V12,88,A12,A99
19575,V26,30,A68,A82
19576,V4,90,A4,A29
19577,V28,27,A39,A56
19578,V20,31,A61,A63
19579,V19,39,A62,A81
19580,V28,35,A96,A100
19581,V25,40,A51,A82
19582,V3,44,A53,A100
19583,V27,58,A74,A94
19584,V3,87,A5,A80
19585,V20,47,A60,A69
19586,V11,32,A39,A42
19587,V16,24,A26,A75
19588,V28,52,A15,A25
19589,V2,38,A21,A46
19590,V30,42,A32,A76
19591,V4,83,A50,A90
19592,V10,39,A94,A96
19593,V7,85,A64,A84
19594,V2,38,A4,A11
19595,V2,32,A13,A29
19596,V22,36,A54,A60
19597,V6,78,A43,A65
19598,V21,52,A80,A84
19599,V22,68,A84,A97
19600,V10,42,A69,A82
19601,V7,59,A41,A92
19602,V12,44,A25,A59
19603,V16,96,A1,A10
19604,V22,54,A69,A86
19605,V2,96,A41,A74
19606,V5,76,A83,A98
19607,V7,28,A85,A98
19608,V3,33,A58,A94
19609,V25,91,A25,A82
19610,V9,63,A45,A81
19611,V1,66,A44,A63
19612,V21,96,A51,A81
19613,V11,82,A57,A89
19614,V21,70,A25,A46
19615,V18,28,A99,A100
19616,V4,67,A54,A55
19617,V20,86,A81,A89
19618,V8,86,A88,A97
19619,V10,78,A35,A58
19620,V28,80,A6,A36
19621,V8,93,A15,A90
19622,V30,60,A59,A76
19623,V10,40,A92,A93
19624,V24,69,A78,A88
19625,V15,83,A86,A97
19626,V30,77,A61,A62
19627,V28,36,A71,A73
19628,V23,27,A31,A42
19629,V14,31,A23,A96
19630,V28,25,A26,A95
19631,V16,80,A21,A95
19632,V12,76,A83,A85
19633,V26,65,A47,A100
19634,V9,28,A47,A90
19635,V22,30,A78,A89
19636,V20,50,A21,A86
19637,V3,43,A27,A70
19638,V12,90,A58,A91
19639,V10,79,A64,A96
19640,V17,82,A15,A77
19641,V27,78,A44,A49
19642,V18,58,A91,A98
19643,V20,50,A93,A100
19644,V27,73,A64,A94
19645,V14,40,A72,A81
19646,V1,70,A63,A80
19647,V4,72,A62,A79
19648,V17,39,A90,A91
19649,V8,35,A79,A99
19650,V5,73,A82,A99
19651,V20,50,A64,A68
19652,V3,30,A12,A52
19653,V26,68,A19,A89
19654,V25,72,A65,A74
19655,V7,68,A86,A92
19656,V9,57,A53,A74
19657,V11,98,A54,A72
19658,V5,51,A53,A55
19659,V17,92,A94,A97
19660,V14,76,A50,A51
19661,V5,26,A92,A94
19662,V13,26,A15,A82
19663,V21,60,A24,A76
19664,V25,29,A75,A86
19665,V10,97,A75,A97
19666,V18,56,A55,A83
19667,V5,76,A76,A99
19668,V3,57,A53,A81
19669,V10,84,A3,A73
19670,V6,26,A28,A45
19671,V19,73,A30,A80
19672,V15,40,A29,A93
19673,V23,28,A78,A92
19674,V13,89,A69,A78
19675,V18,30,A31,A98
19676,V7,71,A84,A94
19677,V23,65,A57,A74
19678,V2,46,A79,A98
19679,V7,38,A96,A99
19680,V10,76,A6,A95
19681,V28,26,A55,A77
19682,V4,38,A74,A87
19683,V13,99,A21,A41
19684,V6,65,A43,A67
19685,V13,35,A57,A77
19686,V16,97,A8,A13
19687,V13,35,A73,A76
19688,V12,29,A35,A52
19689,V13,95,A28,A67
19690,V1,24,A16,A56
19691,V2,20,A3,A95
19692,V13,75,A3,A48
19693,V11,72,A76,A81
19694,V19,72,A37,A91
19695,V17,49,A46,A82
19696,V5,70,A43,A85
19697,V23,73,A20,A96
19698,V18,41,A57,A69
19699,V24,36,A51,A70
19700,V21,81,A83,A92
19701,V4,94,A60,A61
19702,V8,38,A96,A100
19703,V29,37,A89,A99
19704,V18,22,A7,A76
19705,V25,74,A35,A74
19706,V24,44,A36,A79
19707,V1,79,A39,A43
19708,V4,22,A9,A97
19709,V25,27,A43,A99
19710,V15,90,A72,A83
19711,V12,56,A94,A96
19712,V2,94,A96,A97
19713,V20,77,A46,A98
19714,V10,76,A35,A86
19715,V8,59,A38,A45
19716,V13,91,A71,A83
19717,V25,33,A69,A72
19718,V27,38,A27,A32
19719,V7,29,A97,A99
19720,V8,90,A27,A87
19721,V23,49,A45,A80
19722,V6,77,A82,A95
19723,V10,28,A87,A96
19724,V28,82,A62,A67
19725,V30,72,A86,A88
19726,V20,25,A13,A66
19727,V19,81,A76,A100
19728,V23,81,A77,A95
19729,V23,98,A91,A99
19730,V17,79,A26,A62
19731,V16,34,A78,A94
19732,V30,77,A3,A34
19733,V12,33,A25,A29
19734,V3,79,A59,A83
19735,V19,32,A96,A99
19736,V26,55,A12,A74
19737,V29,96,A43,A80
19738,V5,44,A29,A86
19739,V19,26,A25,A31
19740,V17,74,A83,A100
19741,V3,74,A71,A79
19742,V18,80,A64,A97
19743,V20,45,A16,A63
19744,V18,71,A26,A57
19745,V29,83,A91,A98
19746,V6,26,A79,A91
19747,V26,49,A15,A39
19748,V29,74,A88,A89
19749,V29,31,A14,A56
19750,V27,95,A18,A40
19751,V28,30,A80,A91
19752,V13,91,A87,A89
19753,V6,80,A28,A92
19754,V21,52,A23,A97
19755,V11,30,A4,A7
19756,V3,48,A84,A97
19757,V3,86,A69,A73
19758,V27,46,A96,A99
19759,V11,43,A85,A88
19760,V25,71,A89,A95
19761,V13,92,A69,A95
19762,V30,47,A91,A94
19763,V13,39,A81,A86
19764,V5,74,A81,A92
19765,V20,38,A55,A73
19766,V14,86,A19,A51
19767,V17,66,A90,A97
19768,V21,86,A59,A64
19769,V19,26,A21,A53
19770,V18,68,A55,A57
19771,V14,42,A52,A94
19772,V26,21,A23,A80
19773,V6,97,A41,A60
19774,V20,51,A42,A46
19775,V28,73,A4,A75
19776,V13,21,A44,A49
19777,V24,76,A41,A91
19778,V17,44,A80,A90
19779,V20,75,A50,A100
19780,V25,44,A88,A90
19781,V17,83,A6,A19
19782,V9,42,A18,A35
19783,V7,86,A29,A51
19784,V26,47,A19,A47
19785,V13,71,A78,A98
19786,V6,51,A63,A83
19787,V10,23,A31,A43
19788,V16,80,A56,A93
19789,V1,54,A7,A65
19790,V15,51,A33,A55
19791,V18,45,A68,A82
19792,V18,57,A59,A98
19793,V17,78,A1,A28
19794,V20,20,A12,A45
19795,V8,92,A32,A91
19796,V1,93,A7,A39
19797,V1,90,A15,A61
19798,V15,69,A30,A35
19799,V5,83,A73,A86
19800,V12,84,A95,A96
19801,V26,37,A53,A94
19802,V6,88,A69,A91
19803,V2,26,A60,A63
19804,V3,72,A34,A95
19805,V21,91,A23,A72
19806,V13,64,A1,A47
19807,V7,56,A96,A98
19808,V19,48,A11,A27
19809,V1,67,A83,A85
19810,V2,85,A36,A43
19811,V24,22,A86,A99
19812,V9,81,A49,A76
19813,V29,48,A37,A95
19814,V4,41,A54,A98
19815,V13,29,A93,A94
19816,V13,76,A80,A87
19817,V13,52,A11,A82
19818,V29,67,A76,A90
19819,V16,58,A79,A100
19820,V4,54,A77,A85
19821,V6,90,A54,A100
19822,V6,86,A76,A78
19823,V5,41,A24,A29
19824,V21,35,A7,A28
19825,V1,89,A11,A68
19826,V17,41,A78,A100
19827,V12,20,A42,A67
19828,V28,45,A25,A81
19829,V25,42,A50,A71
19830,V26,85,A60,A66
19831,V15,77,A47,A65
19832,V27,57,A29,A44
19833,V26,35,A58,A84
19834,V3,86,A3,A29
19835,V1,82,A44,A97
19836,V2,45,A57,A83
19837,V23,29,A51,A93
19838,V17,24,A47,A89
19839,V26,70,A61,A70
19840,V1,82,A4,A33
19841,V19,88,A1,A83
19842,V27,35,A10,A50
19843,V2,67,A91,A94
19844,V16,52,A53,A75
19845,V10,80,A48,A100
19846,V12,66,A94,A98
19847,V2,65,A35,A39
19848,V13,60,A12,A33
19849,V24,30,A4,A50
19850,V12,32,A16,A28
19851,V18,54,A51,A62
19852,V6,37,A14,A85
19853,V19,83,A13,A30
19854,V13,97,A8,A12
19855,V3,72,A19,A39
19856,V13,55,A4,A75
19857,V12,88,A40,A64
19858,V8,70,A7,A65
19859,V30,28,A93,A99
19860,V12,49,A16,A34
19861,V21,62,A98,A100
19862,V30,36,A60,A81
19863,V7,22,A29,A41
19864,V2,68,A46,A82
19865,V27,66,A73,A97
19866,V20,86,A65,A69
19867,V27,57,A98,A99
19868,V16,92,A39,A64
19869,V8,74,A3,A11
19870,V25,75,A11,A28
19871,V1,84,A84,A92
19872,V5,92,A78,A90
19873,V8,58,A29,A99
19874,V27,82,A71,A75
19875,V11,77,A22,A92
19876,V5,95,A46,A76
19877,V4,27,A84,A99
19878,V27,87,A29,A82
19879,V14,90,A1,A34
19880,V7,62,A35,A51
19881,V13,33,A26,A66
19882,V20,94,A15,A21
19883,V14,21,A65,A91
19884,V1,26,A41,A80
19885,V16,36,A96,A98
19886,V19,51,A44,A77
19887,V16,46,A93,A100
19888,V12,93,A89,A99
19889,V28,46,A2,A19
19890,V28,74,A87,A92
19891,V16,31,A61,A81
19892,V13,52,A20,A29
19893,V30,54,A13,A76
19894,V9,84,A5,A76
19895,V23,71,A4,A48
19896,V11,56,A37,A64
19897,V24,32,A28,A71
19898,V26,51,A91,A94
19899,V28,57,A40,A48
19900,V4,70,A34,A47
19901,V24,95,A26,A55
19902,V12,78,A48,A61
19903,V2,20,A90,A91
19904,V25,82,A2,A66
19905,V27,27,A95,A96
19906,V17,67,A43,A81
19907,V30,49,A14,A92
19908,V1,65,A4,A44
19909,V5,72,A68,A83
19910,V11,29,A65,A75
19911,V30,85,A39,A83
19912,V3,57,A95,A99
19913,V11,51,A24,A60
19914,V13,86,A23,A60
19915,V29,66,A95,A99
19916,V2,82,A20,A44
19917,V8,30,A16,A95
19918,V2,98,A82,A83
19919,V29,66,A86,A88
19920,V12,98,A68,A84
19921,V8,75,A22,A38
19922,V1,75,A40,A97
19923,V2,34,A72,A91
19924,V18,71,A80,A87
19925,V1,39,A37,A49
19926,V13,45,A8,A21
19927,V12,51,A94,A95
19928,V21,51,A77,A89
19929,V18,52,A97,A99
19930,V22,72,A74,A80
19931,V1,28,A22,A76
19932,V29,81,A30,A76
19933,V15,60,A96,A100
19934,V17,36,A13,A31
19935,V14,57,A69,A79
19936,V19,33,A29,A68
19937,V19,46,A24,A87
19938,V6,60,A33,A48
19939,V7,96,A34,A88
19940,V5,83,A6,A96
19941,V11,36,A66,A90
19942,V13,99,A86,A92
19943,V1,96,A4,A29
19944,V22,39,A48,A57
19945,V8,84,A99,A100
19946,V23,35,A25,A60
19947,V26,52,A48,A92
19948,V23,39,A8,A9
19949,V10,65,A44,A74
19950,V1,22,A33,A83
19951,V29,64,A76,A85
19952,V10,57,A53,A62
19953,V14,88,A60,A94
19954,V23,78,A3,A46
19955,V25,42,A26,A82
19956,V24,39,A12,A60
19957,V15,22,A28,A98
19958,V12,69,A99,A100
19959,V3,34,A80,A85
19960,V15,34,A51,A86
19961,V12,78,A44,A83
19962,V11,77,A33,A66
19963,V19,31,A41,A64
19964,V5,83,A85,A88
19965,V14,45,A40,A81
19966,V28,53,A63,A72
19967,V25,26,A40,A64
19968,V11,61,A83,A86
19969,V19,97,A32,A42
19970,V22,58,A21,A86
19971,V15,46,A50,A56
19972,V1,26,A5,A13
19973,V21,42,A97,A98
19974,V29,59,A69,A95
19975,V18,66,A58,A98
19976,V21,76,A45,A78
19977,V15,37,A49,A70
19978,V24,98,A16,A69
19979,V13,67,A44,A50
19980,V26,94,A15,A56
19981,V27,90,A76,A89
19982,V25,28,A5,A26
19983,V4,47,A48,A82
19984,V16,25,A56,A58
19985,V19,30,A92,A97
19986,V29,84,A24,A71
19987,V15,80,A69,A83
19988,V7,72,A62,A80
19989,V15,73,A80,A92
19990,V28,57,A97,A100
19991,V8,83,A85,A98
19992,V13,55,A34,A38
19993,V21,50,A14,A69
19994,V12,29,A54,A82
19995,V18,62,A31,A72
19996,V28,29,A56,A61
19997,V10,72,A74,A99
19998,V19,66,A11,A85
19999,V7,48,A55,A74
20000,V26,31,A66,A70
20001,V26,86,A64,A67
20002,V2,22,A45,A56
20003,V13,84,A89,A93
20004,V12,56,A43,A47
20005,V21,81,A34,A52
20006,V15,41,A33,A68
20007,V6,58,A26,A61
20008,V4,41,A15,A45
20009,V17,39,A24,A75
20010,V7,88,A37,A54
20011,V7,21,A71,A75
20012,V1,26,A74,A94
20013,V4,86,A24,A44
20014,V28,22,A43,A78
20015,V16,70,A82,A84
20016,V24,36,A16,A92
20017,V11,62,A94,A95
20018,V29,90,A22,A60
20019,V4,22,A22,A96
20020,V30,44,A59,A97
20021,V3,28,A89,A98
20022,V9,84,A44,A50
20023,V4,68,A23,A32
20024,V13,54,A97,A98
20025,V2,55,A67,A84
20026,V9,55,A39,A69
20027,V18,86,A2,A53
20028,V10,92,A99,A100
20029,V11,73,A3,A23
20030,V19,85,A43,A59
20031,V17,50,A41,A69
20032,V6,65,A87,A97
20033,V14,34,A69,A73
20034,V16,60,A13,A40
20035,V15,50,A25,A29
20036,V21,78,A64,A75
20037,V21,89,A6,A51
20038,V27,66,A90,A94
20039,V20,94,A85,A97
20040,V11,56,A9,A26
20041,V10,85,A93,A96
20042,V6,81,A26,A51
20043,V18,24,A77,A94
20044,V25,22,A63,A87
20045,V29,54,A58,A67
20046,V10,91,A12,A97
20047,V5,35,A7,A95
20048,V6,74,A89,A94
20049,V17,21,A78,A96
20050,V15,58,A8,A18
20051,V12,54,A55,A89
20052,V30,79,A95,A100
20053,V20,80,A16,A47
20054,V16,78,A72,A85
20055,V24,96,A71,A77
20056,V18,49,A68,A94
20057,V13,38,A8,A66
20058,V15,36,A80,A97
20059,V14,73,A44,A86
20060,V14,71,A83,A97
20061,V22,84,A32,A84
20062,V9,38,A37,A79
20063,V23,58,A18,A47
20064,V7,24,A88,A99
20065,V18,51,A11,A70
20066,V25,86,A3,A92
20067,V23,29,A28,A94
20068,V20,59,A44,A60
20069,V25,28,A86,A88
20070,V14,35,A89,A96
20071,V18,96,A59,A87
20072,V9,69,A47,A53
20073,V12,73,A38,A77
20074,V7,58,A20,A98
20075,V12,35,A97,A100
20076,V29,74,A49,A82
20077,V29,56,A33,A47
20078,V24,35,A55,A99
20079,V24,66,A11,A37
20080,V11,69,A67,A71
20081,V23,99,A55,A95
20082,V13,51,A6,A36
20083,V4,83,A43,A52
20084,V7,67,A18,A94
20085,V19,70,A21,A81
20086,V23,39,A22,A70
20087,V23,72,A67,A82
20088,V16,29,A98,A100
20089,V3,54,A1,A88
20090,V22,58,A67,A74
20091,V28,34,A50,A93
20092,V17,21,A84,A91
20093,V27,26,A29,A86
20094,V9,89,A33,A36
20095,V18,69,A99,A100
20096,V10,21,A76,A97
20097,V11,60,A41,A94
20098,V22,80,A87,A100
20099,V8,28,A60,A98
20100,V17,96,A52,A78
20101,V4,90,A95,A97
20102,V20,58,A43,A63
20103,V26,86,A99,A100
20104,V9,30,A96,A100
20105,V1,40,A1,A68
20106,V9,73,A66,A80
20107,V9,92,A3,A84
20108,V28,39,A26,A76
20109,V16,45,A49,A95
20110,V27,60,A87,A96
20111,V9,99,A35,A47
20112,V21,82,A21,A87
20113,V20,58,A86,A89
20114,V13,90,A91,A96
20115,V28,93,A47,A76
20116,V3,32,A64,A84
20117,V23,51,A46,A85
20118,V22,89,A68,A92
20119,V20,76,A32,A71
20120,V14,83,A94,A97
20121,V20,50,A75,A87
20122,V28,60,A48,A62
20123,V8,53,A17,A58
20124,V3,20,A80,A89
20125,V29,88,A40,A99
20126,V20,41,A41,A60
20127,V19,80,A21,A82
20128,V8,69,A72,A98
20129,V2,33,A73,A88
20130,V21,51,A64,A73
