Id,VehicleType,RemainingBatteryPercentage,EntryPoint,ExitPoint
2412,V4,82,A30,A37
2413,V2,88,A19,A32
2414,V8,48,A44,A47
2415,V3,88,A33,A39
2416,V3,66,A13,A26
2417,V10,55,A1,A46
2418,V7,71,A34,A42
2419,V5,41,A45,A50
2420,V2,69,A23,A44
2421,V3,84,A45,A46
2422,V3,48,A47,A48
2423,V3,82,A7,A12
2424,V2,55,A20,A41
2425,V9,38,A32,A38
2426,V4,54,A34,A41
2427,V9,88,A35,A38
2428,V8,85,A21,A22
2429,V4,92,A8,A39
2430,V10,73,A10,A21
2431,V10,68,A31,A42
2432,V5,69,A28,A39
2433,V4,61,A13,A21
2434,V2,91,A18,A42
2435,V3,59,A12,A45
2436,V2,99,A5,A38
2437,V4,47,A2,A8
2438,V7,88,A13,A23
2439,V9,25,A20,A40
2440,V9,75,A23,A31
2441,V2,34,A42,A48
2442,V3,77,A18,A46
2443,V8,87,A10,A30
2444,V8,70,A27,A41
2445,V3,64,A29,A32
2446,V10,60,A23,A24
2447,V1,46,A44,A47
2448,V8,63,A33,A47
2449,V5,39,A43,A50
2450,V9,37,A13,A42
2451,V10,39,A23,A33
2452,V9,61,A25,A36
2453,V8,37,A10,A27
2454,V4,90,A44,A45
2455,V2,53,A7,A21
2456,V10,71,A48,A50
2457,V7,40,A39,A50
2458,V2,54,A30,A48
2459,V6,82,A2,A16
2460,V10,28,A11,A18
2461,V6,86,A29,A50
2462,V3,83,A17,A41
2463,V3,47,A46,A48
2464,V2,97,A38,A45
2465,V9,57,A2,A26
2466,V4,76,A22,A26
2467,V9,84,A33,A47
2468,V3,49,A47,A49
2469,V5,34,A10,A34
2470,V2,85,A14,A20
2471,V2,56,A45,A50
2472,V9,49,A3,A12
2473,V1,43,A1,A25
2474,V2,21,A6,A36
2475,V8,80,A42,A45
2476,V5,57,A30,A41
2477,V7,41,A5,A11
2478,V9,76,A21,A41
2479,V8,80,A40,A47
2480,V4,24,A18,A50
2481,V2,85,A25,A50
2482,V7,26,A22,A27
2483,V9,22,A2,A36
2484,V5,60,A32,A49
2485,V10,72,A23,A37
2486,V8,42,A18,A47
2487,V4,57,A47,A48
2488,V2,54,A29,A40
2489,V7,90,A3,A36
2490,V5,40,A42,A48
2491,V1,62,A36,A37
2492,V8,20,A9,A37
2493,V3,90,A14,A38
2494,V9,91,A27,A31
2495,V1,65,A32,A41
2496,V7,37,A28,A35
2497,V2,28,A11,A27
2498,V7,95,A9,A21
2499,V1,66,A22,A37
2500,V9,56,A19,A34
2501,V9,89,A36,A47
2502,V5,97,A24,A28
2503,V10,66,A24,A43
2504,V8,50,A18,A44
2505,V2,78,A23,A31
2506,V7,46,A13,A21
2507,V8,68,A38,A42
2508,V9,94,A6,A13
2509,V10,38,A19,A43
2510,V5,93,A49,A50
2511,V7,86,A45,A47
2512,V9,33,A33,A38
2513,V1,92,A44,A50
2514,V8,69,A3,A24
2515,V10,99,A37,A42
2516,V3,62,A38,A50
2517,V10,41,A40,A42
2518,V5,93,A5,A38
2519,V7,92,A12,A31
2520,V8,23,A5,A14
2521,V10,59,A22,A31
2522,V2,33,A21,A50
2523,V3,77,A18,A42
2524,V5,55,A30,A32
2525,V7,58,A36,A45
2526,V10,49,A2,A12
2527,V7,71,A28,A30
2528,V4,65,A34,A35
2529,V1,56,A23,A43
2530,V5,25,A24,A47
2531,V1,41,A39,A41
2532,V4,21,A16,A26
2533,V9,74,A32,A39
2534,V4,58,A11,A26
2535,V8,50,A25,A26
2536,V1,46,A49,A50
2537,V2,29,A47,A48
2538,V4,52,A26,A48
2539,V2,41,A37,A43
2540,V10,47,A41,A42
2541,V2,52,A33,A46
2542,V9,93,A18,A24
2543,V8,68,A39,A44
2544,V6,75,A6,A8
2545,V5,43,A25,A46
2546,V6,94,A19,A35
2547,V4,89,A22,A25
2548,V1,77,A27,A33
2549,V8,50,A11,A40
2550,V6,36,A15,A34
2551,V2,59,A23,A45
2552,V6,79,A22,A26
2553,V4,49,A47,A48
2554,V4,68,A2,A5
2555,V5,97,A11,A48
2556,V1,64,A13,A31
2557,V2,59,A25,A47
2558,V10,67,A41,A46
2559,V1,69,A20,A26
2560,V4,63,A44,A47
2561,V5,72,A28,A44
2562,V10,82,A27,A45
2563,V9,83,A39,A43
2564,V1,39,A21,A41
2565,V2,40,A19,A39
2566,V5,87,A4,A37
2567,V9,75,A19,A39
2568,V9,60,A43,A48
2569,V10,46,A48,A49
2570,V6,63,A17,A40
2571,V5,63,A20,A33
2572,V3,63,A18,A50
2573,V10,40,A27,A42
2574,V4,66,A1,A4
2575,V7,86,A21,A50
2576,V8,98,A27,A32
2577,V10,83,A20,A45
2578,V3,75,A6,A10
2579,V5,63,A20,A49
2580,V2,56,A49,A50
2581,V7,88,A37,A45
2582,V4,88,A24,A26
2583,V1,24,A29,A39
2584,V3,37,A14,A28
2585,V3,66,A6,A36
2586,V3,85,A26,A35
2587,V9,49,A29,A38
2588,V1,59,A22,A49
2589,V9,70,A19,A21
2590,V10,21,A30,A43
2591,V6,50,A11,A26
2592,V2,56,A44,A49
2593,V1,73,A28,A30
2594,V9,75,A33,A41
2595,V7,63,A19,A29
2596,V8,92,A46,A50
2597,V8,92,A13,A27
2598,V8,32,A13,A26
2599,V4,43,A11,A13
2600,V5,94,A25,A50
2601,V3,93,A5,A23
2602,V8,67,A41,A44
2603,V8,93,A43,A49
2604,V6,55,A4,A48
2605,V4,35,A24,A41
2606,V6,86,A13,A18
2607,V1,81,A34,A46
2608,V10,69,A22,A33
2609,V9,71,A44,A46
2610,V6,88,A2,A46
2611,V3,90,A39,A43
2612,V5,89,A26,A36
2613,V9,25,A30,A50
2614,V1,55,A27,A46
2615,V8,31,A38,A49
2616,V4,71,A18,A30
2617,V5,63,A29,A44
2618,V8,55,A30,A31
2619,V6,71,A18,A37
2620,V3,22,A40,A42
2621,V8,58,A43,A48
2622,V1,58,A19,A41
2623,V7,93,A39,A49
2624,V5,61,A34,A49
2625,V3,75,A19,A41
2626,V10,88,A21,A37
2627,V8,80,A14,A44
2628,V4,65,A1,A36
2629,V10,24,A6,A20
2630,V6,74,A6,A34
2631,V9,29,A40,A46
2632,V4,75,A27,A29
2633,V7,67,A36,A46
2634,V10,64,A30,A37
2635,V1,36,A16,A36
2636,V7,97,A17,A26
2637,V3,60,A47,A49
2638,V8,99,A16,A36
2639,V8,84,A11,A44
2640,V1,63,A20,A33
2641,V5,98,A24,A27
2642,V6,72,A4,A34
2643,V4,52,A11,A18
2644,V2,71,A36,A46
2645,V5,49,A19,A25
2646,V7,99,A4,A49
2647,V6,81,A1,A50
2648,V10,85,A47,A49
2649,V6,72,A32,A41
2650,V1,47,A49,A50
2651,V5,77,A7,A9
2652,V10,53,A29,A35
2653,V1,21,A14,A35
2654,V2,49,A48,A50
2655,V7,99,A31,A48
2656,V8,84,A38,A49
2657,V8,50,A4,A41
2658,V8,53,A8,A24
2659,V9,57,A36,A42
2660,V1,50,A43,A44
2661,V1,82,A46,A47
2662,V8,22,A23,A25
2663,V2,81,A41,A43
2664,V7,59,A29,A31
2665,V5,32,A14,A28
2666,V8,20,A37,A47
2667,V1,98,A43,A45
2668,V5,45,A8,A30
2669,V7,72,A29,A36
2670,V6,26,A31,A42
2671,V3,83,A26,A29
2672,V4,48,A5,A37
2673,V4,61,A47,A50
2674,V4,65,A11,A13
2675,V5,76,A30,A45
2676,V8,95,A29,A30
2677,V7,93,A2,A25
2678,V10,23,A22,A45
2679,V4,38,A8,A25
2680,V1,84,A6,A45
2681,V2,68,A31,A46
2682,V1,44,A23,A32
2683,V2,92,A43,A50
2684,V3,31,A16,A29
2685,V5,87,A25,A29
2686,V1,91,A16,A17
2687,V2,47,A20,A49
2688,V1,39,A20,A35
2689,V8,48,A18,A40
2690,V2,90,A29,A38
2691,V5,91,A41,A42
2692,V7,66,A3,A12
2693,V1,29,A29,A42
2694,V1,74,A48,A50
2695,V6,33,A8,A17
2696,V3,47,A35,A46
2697,V10,53,A23,A49
2698,V7,36,A42,A43
2699,V8,30,A27,A44
2700,V2,25,A27,A40
2701,V7,52,A12,A44
2702,V5,38,A39,A50
2703,V1,79,A25,A35
2704,V5,67,A8,A45
2705,V5,95,A24,A32
2706,V7,46,A36,A42
2707,V7,35,A38,A39
2708,V2,86,A13,A20
2709,V8,53,A11,A50
2710,V3,33,A12,A32
2711,V2,41,A44,A48
2712,V9,98,A44,A50
2713,V9,61,A14,A42
2714,V9,64,A17,A38
2715,V3,28,A24,A43
2716,V5,66,A25,A45
2717,V9,40,A31,A36
2718,V2,68,A13,A41
2719,V10,54,A29,A40
2720,V8,90,A38,A41
2721,V1,76,A11,A29
2722,V5,34,A14,A36
2723,V6,78,A2,A33
2724,V3,37,A11,A39
2725,V4,24,A35,A37
2726,V1,47,A15,A38
2727,V8,50,A19,A21
2728,V6,89,A7,A28
2729,V5,88,A17,A24
2730,V2,24,A33,A43
2731,V6,21,A24,A27
2732,V6,76,A34,A48
2733,V1,95,A30,A46
2734,V4,43,A12,A33
2735,V6,66,A14,A41
2736,V2,90,A46,A47
2737,V5,91,A10,A45
2738,V3,44,A48,A50
2739,V4,51,A18,A25
2740,V2,67,A3,A11
2741,V10,52,A22,A47
2742,V7,98,A44,A48
2743,V3,93,A34,A46
2744,V1,74,A4,A40
2745,V6,41,A16,A50
2746,V10,62,A43,A49
2747,V8,57,A5,A45
2748,V10,97,A41,A45
2749,V8,23,A31,A34
2750,V1,75,A40,A41
2751,V6,52,A6,A16
2752,V5,73,A8,A47
2753,V3,23,A3,A24
2754,V10,74,A11,A16
2755,V1,79,A27,A50
2756,V3,58,A26,A39
2757,V9,53,A27,A33
2758,V2,37,A4,A44
2759,V4,70,A13,A18
2760,V1,39,A21,A46
2761,V4,62,A23,A44
2762,V4,66,A25,A47
2763,V9,62,A2,A30
2764,V2,25,A1,A18
2765,V4,42,A48,A50
2766,V2,27,A34,A45
2767,V8,23,A46,A49
2768,V9,43,A17,A30
2769,V9,46,A29,A37
2770,V1,44,A39,A44
2771,V8,63,A39,A47
2772,V1,70,A16,A33
2773,V6,73,A3,A22
2774,V2,20,A30,A35
2775,V6,61,A7,A9
2776,V5,50,A43,A46
2777,V7,78,A43,A47
2778,V5,33,A31,A38
2779,V9,52,A11,A23
2780,V7,46,A7,A40
2781,V8,42,A5,A31
2782,V9,52,A20,A47
2783,V7,22,A21,A32
2784,V10,94,A14,A37
2785,V10,48,A43,A44
2786,V6,20,A37,A45
2787,V1,69,A41,A45
2788,V2,66,A46,A50
2789,V7,57,A43,A50
2790,V6,74,A36,A42
2791,V2,80,A5,A22
2792,V7,96,A1,A3
2793,V5,98,A27,A49
2794,V8,81,A35,A46
2795,V1,89,A11,A45
2796,V4,20,A34,A49
2797,V1,90,A16,A35
2798,V4,93,A17,A25
2799,V9,37,A29,A46
2800,V8,23,A10,A19
2801,V4,72,A27,A45
2802,V8,44,A9,A20
2803,V10,63,A11,A47
2804,V7,74,A6,A26
2805,V8,40,A23,A38
2806,V6,34,A21,A26
2807,V9,27,A25,A47
2808,V9,56,A32,A45
2809,V4,91,A9,A15
2810,V3,63,A6,A29
2811,V6,98,A35,A40
2812,V10,31,A39,A47
2813,V5,20,A19,A37
2814,V5,70,A26,A27
2815,V7,83,A42,A43
2816,V8,97,A5,A20
2817,V9,28,A34,A42
2818,V1,45,A1,A50
2819,V4,85,A42,A49
2820,V2,42,A33,A39
2821,V7,47,A17,A24
2822,V6,46,A13,A17
2823,V9,85,A48,A49
2824,V10,94,A6,A13
2825,V10,34,A9,A46
2826,V2,76,A43,A47
2827,V6,83,A47,A50
2828,V3,46,A45,A50
2829,V10,41,A6,A8
2830,V2,61,A31,A36
2831,V8,93,A19,A27
2832,V6,51,A34,A37
2833,V1,78,A33,A49
2834,V8,46,A34,A39
2835,V3,47,A12,A19
2836,V7,27,A26,A49
2837,V2,90,A48,A50
2838,V10,34,A31,A36
2839,V9,60,A9,A45
2840,V5,96,A22,A47
2841,V4,57,A2,A8
2842,V2,83,A44,A46
2843,V5,29,A11,A36
2844,V1,59,A38,A42
2845,V6,50,A15,A42
2846,V6,83,A4,A38
2847,V3,64,A8,A45
2848,V4,46,A42,A48
2849,V6,42,A22,A45
2850,V6,54,A35,A38
2851,V10,84,A34,A38
2852,V2,44,A6,A17
2853,V1,43,A47,A49
2854,V8,93,A41,A44
2855,V4,91,A30,A46
2856,V7,68,A22,A48
2857,V10,93,A43,A45
2858,V5,98,A24,A50
2859,V2,28,A32,A50
2860,V2,50,A27,A39
2861,V10,78,A17,A22
2862,V3,55,A26,A32
2863,V5,47,A4,A21
2864,V9,57,A12,A28
2865,V10,87,A45,A50
2866,V3,50,A20,A28
2867,V8,55,A45,A46
2868,V9,39,A17,A35
2869,V9,69,A44,A48
2870,V3,29,A27,A32
2871,V3,25,A7,A18
2872,V2,52,A46,A50
2873,V9,33,A21,A32
2874,V2,54,A16,A45
2875,V2,74,A41,A46
2876,V8,75,A27,A32
2877,V7,29,A28,A40
2878,V5,83,A46,A49
2879,V10,33,A28,A42
2880,V8,72,A11,A22
2881,V8,85,A8,A29
2882,V8,77,A34,A35
2883,V5,43,A9,A13
2884,V5,29,A40,A41
2885,V10,50,A46,A48
2886,V1,57,A1,A29
2887,V1,58,A35,A39
2888,V1,87,A5,A22
2889,V8,25,A26,A50
2890,V6,99,A26,A31
2891,V5,62,A10,A11
2892,V3,96,A30,A50
2893,V1,55,A35,A47
2894,V8,26,A20,A28
2895,V6,54,A35,A38
2896,V8,48,A30,A42
2897,V4,52,A8,A21
2898,V3,67,A33,A46
2899,V10,46,A13,A34
2900,V5,59,A2,A11
2901,V8,85,A41,A45
2902,V9,73,A27,A50
2903,V4,28,A43,A47
2904,V8,55,A12,A50
2905,V3,67,A22,A42
2906,V10,90,A47,A48
2907,V5,57,A41,A46
2908,V6,83,A9,A12
2909,V10,45,A11,A47
2910,V7,73,A26,A27
2911,V9,58,A2,A29
2912,V9,86,A32,A38
2913,V2,57,A15,A25
2914,V3,81,A1,A10
2915,V1,20,A38,A45
2916,V7,82,A10,A11
2917,V1,89,A20,A46
2918,V3,90,A8,A15
2919,V5,96,A41,A45
2920,V3,75,A42,A46
2921,V1,55,A49,A50
2922,V1,75,A18,A35
2923,V3,32,A43,A48
2924,V10,47,A17,A38
2925,V2,51,A42,A46
2926,V4,20,A40,A44
2927,V7,73,A28,A43
2928,V10,65,A30,A44
2929,V9,36,A30,A46
2930,V10,84,A39,A43
2931,V7,63,A47,A48
2932,V2,70,A35,A41
2933,V10,29,A19,A33
2934,V4,70,A20,A50
2935,V9,60,A44,A47
2936,V4,49,A2,A30
2937,V9,92,A32,A41
2938,V2,36,A33,A47
2939,V2,51,A18,A50
2940,V10,80,A43,A48
2941,V5,50,A46,A48
2942,V2,76,A32,A49
2943,V2,80,A29,A45
2944,V3,42,A30,A37
2945,V10,20,A42,A44
2946,V4,58,A25,A33
2947,V5,61,A21,A40
2948,V5,38,A14,A49
2949,V5,29,A17,A29
2950,V10,94,A15,A29
2951,V2,51,A37,A50
2952,V4,77,A46,A47
2953,V10,47,A44,A46
2954,V7,81,A19,A23
2955,V9,42,A32,A50
2956,V1,64,A25,A45
2957,V7,55,A7,A23
2958,V6,44,A33,A44
2959,V9,92,A9,A14
2960,V3,36,A25,A30
2961,V8,44,A33,A48
2962,V3,71,A48,A49
2963,V2,25,A14,A23
2964,V9,62,A6,A18
2965,V7,20,A8,A13
2966,V1,47,A28,A37
2967,V10,36,A39,A43
2968,V8,74,A24,A35
2969,V2,40,A43,A46
2970,V10,75,A6,A25
2971,V9,48,A3,A40
2972,V6,76,A15,A43
2973,V8,45,A34,A49
2974,V10,52,A29,A40
2975,V5,42,A16,A38
2976,V1,29,A27,A42
2977,V5,43,A6,A37
2978,V5,65,A33,A40
2979,V10,61,A37,A44
2980,V10,93,A5,A22
2981,V7,34,A24,A31
2982,V6,63,A47,A50
2983,V3,76,A1,A5
2984,V10,35,A17,A32
2985,V7,63,A10,A37
2986,V4,53,A39,A49
2987,V6,98,A41,A47
2988,V8,81,A41,A47
2989,V3,85,A33,A35
2990,V1,71,A26,A29
2991,V6,61,A28,A48
2992,V2,91,A32,A47
2993,V10,62,A33,A44
2994,V1,84,A8,A23
2995,V6,23,A16,A21
2996,V9,66,A24,A28
2997,V9,50,A40,A47
2998,V9,74,A15,A45
2999,V5,20,A36,A44
3000,V9,73,A18,A22
3001,V1,20,A44,A46
3002,V6,53,A31,A34
3003,V6,93,A13,A47
3004,V9,47,A24,A28
3005,V1,66,A8,A42
3006,V10,34,A15,A22
3007,V9,32,A46,A47
3008,V1,50,A45,A48
3009,V5,36,A20,A30
3010,V6,52,A15,A25
3011,V7,87,A22,A34
3012,V7,91,A21,A47
3013,V1,83,A7,A44
3014,V8,66,A11,A31
3015,V4,52,A2,A44
3016,V1,77,A37,A43
3017,V8,43,A39,A45
3018,V8,36,A11,A46
3019,V10,65,A40,A45
3020,V2,94,A30,A43
3021,V9,57,A39,A50
3022,V4,54,A14,A19
3023,V8,65,A13,A28
3024,V5,72,A21,A45
3025,V3,90,A11,A19
3026,V10,53,A25,A35
3027,V9,50,A46,A48
3028,V5,60,A37,A41
3029,V4,79,A42,A45
3030,V2,22,A43,A48
3031,V5,78,A29,A39
3032,V7,87,A36,A39
3033,V7,39,A13,A14
3034,V4,47,A10,A25
3035,V5,77,A4,A30
3036,V3,69,A41,A46
3037,V2,97,A15,A50
3038,V4,30,A15,A19
3039,V10,57,A10,A45
3040,V1,95,A24,A39
3041,V6,39,A4,A21
3042,V7,98,A20,A26
3043,V5,43,A19,A28
3044,V2,94,A21,A49
3045,V3,37,A35,A43
3046,V5,92,A1,A16
3047,V1,76,A36,A45
3048,V4,48,A32,A45
3049,V8,41,A8,A14
3050,V6,90,A25,A26
3051,V7,44,A14,A35
3052,V4,93,A12,A38
3053,V5,99,A6,A41
3054,V9,78,A14,A27
3055,V7,52,A17,A30
3056,V2,92,A7,A12
3057,V9,40,A46,A47
3058,V8,34,A18,A35
3059,V3,80,A9,A41
3060,V3,26,A31,A33
3061,V2,96,A23,A49
3062,V10,23,A16,A17
3063,V8,92,A48,A49
3064,V1,28,A14,A35
3065,V4,28,A6,A44
3066,V4,77,A26,A29
3067,V3,94,A40,A43
3068,V5,70,A31,A45
3069,V8,43,A47,A48
3070,V2,91,A22,A38
3071,V2,68,A44,A45
3072,V6,52,A45,A48
3073,V6,63,A1,A13
3074,V3,46,A34,A35
3075,V5,61,A22,A27
3076,V9,57,A28,A43
3077,V5,25,A3,A44
3078,V8,47,A26,A33
3079,V6,66,A24,A32
3080,V10,84,A6,A35
3081,V5,82,A6,A28
3082,V1,21,A22,A35
3083,V10,90,A35,A43
3084,V1,31,A19,A39
3085,V3,55,A33,A40
3086,V10,67,A38,A48
3087,V6,43,A7,A11
3088,V2,48,A38,A44
3089,V10,41,A26,A28
3090,V4,67,A1,A50
3091,V8,80,A15,A19
3092,V7,20,A42,A50
3093,V1,56,A31,A35
3094,V3,34,A5,A44
3095,V5,49,A11,A17
3096,V7,81,A14,A22
3097,V4,86,A29,A36
3098,V8,52,A27,A48
3099,V4,44,A18,A27
3100,V9,88,A33,A44
3101,V8,77,A40,A48
3102,V7,53,A39,A44
3103,V2,41,A48,A49
3104,V3,39,A10,A28
3105,V5,53,A32,A48
3106,V8,78,A17,A33
3107,V4,53,A27,A42
3108,V1,20,A19,A47
3109,V5,63,A37,A46
3110,V9,50,A41,A48
3111,V8,30,A2,A17
3112,V7,23,A36,A40
3113,V5,49,A16,A19
3114,V7,74,A7,A38
3115,V8,74,A29,A36
3116,V8,83,A13,A45
3117,V7,41,A17,A44
3118,V10,75,A16,A23
3119,V1,30,A32,A38
3120,V9,52,A35,A42
3121,V9,21,A17,A18
3122,V9,49,A24,A37
3123,V4,38,A1,A18
3124,V9,32,A20,A35
3125,V6,47,A17,A30
3126,V3,32,A16,A32
3127,V7,42,A46,A49
3128,V4,74,A45,A48
3129,V1,71,A48,A49
3130,V9,38,A23,A38
3131,V9,32,A30,A49
3132,V7,87,A45,A46
3133,V4,65,A26,A49
3134,V6,80,A6,A12
3135,V8,24,A8,A40
3136,V1,31,A47,A50
3137,V10,55,A20,A31
3138,V2,32,A17,A43
3139,V6,86,A47,A50
3140,V3,90,A32,A41
3141,V6,86,A11,A44
3142,V7,85,A14,A42
3143,V8,34,A4,A36
3144,V4,85,A49,A50
3145,V8,51,A1,A32
3146,V1,22,A19,A35
3147,V5,69,A3,A21
3148,V2,59,A17,A19
3149,V1,77,A42,A47
3150,V7,66,A36,A49
3151,V1,46,A9,A25
3152,V2,78,A30,A32
3153,V8,58,A20,A34
3154,V3,90,A1,A29
3155,V10,59,A29,A44
3156,V2,54,A41,A46
3157,V8,41,A36,A43
3158,V10,32,A29,A31
3159,V8,60,A15,A30
3160,V10,78,A21,A40
3161,V7,34,A12,A16
3162,V7,83,A34,A49
3163,V8,47,A23,A45
3164,V8,85,A2,A7
3165,V9,98,A2,A22
3166,V10,76,A26,A40
3167,V2,65,A33,A39
3168,V1,56,A5,A44
3169,V2,20,A15,A31
3170,V5,29,A19,A23
3171,V1,83,A11,A39
3172,V4,77,A32,A39
3173,V3,68,A47,A50
3174,V6,26,A9,A31
3175,V6,38,A8,A34
3176,V7,85,A14,A42
3177,V6,24,A43,A45
3178,V1,87,A9,A20
3179,V8,90,A21,A47
3180,V3,61,A46,A48
3181,V3,51,A29,A48
3182,V7,20,A18,A25
3183,V8,77,A2,A14
3184,V3,33,A45,A50
3185,V10,39,A11,A12
3186,V8,61,A2,A32
3187,V6,78,A21,A28
3188,V8,67,A34,A39
3189,V9,88,A19,A47
3190,V6,66,A40,A42
3191,V7,47,A45,A47
3192,V3,58,A30,A31
3193,V9,97,A32,A34
3194,V9,66,A23,A24
3195,V9,88,A23,A43
3196,V10,49,A13,A16
3197,V10,41,A26,A42
3198,V2,57,A35,A36
3199,V9,72,A48,A50
3200,V9,74,A9,A19
3201,V10,67,A38,A45
3202,V1,64,A10,A46
3203,V10,98,A40,A43
3204,V10,34,A7,A17
3205,V8,23,A41,A42
3206,V4,45,A32,A34
3207,V3,99,A44,A49
3208,V9,66,A37,A44
3209,V9,50,A26,A33
3210,V6,96,A40,A46
3211,V7,33,A10,A26
3212,V8,99,A39,A45
3213,V9,99,A37,A43
3214,V9,83,A45,A46
3215,V10,98,A1,A11
3216,V10,44,A16,A49
3217,V3,55,A21,A49
3218,V6,52,A41,A47
3219,V10,67,A49,A50
3220,V3,30,A31,A38
3221,V2,48,A28,A50
3222,V6,50,A20,A49
3223,V1,50,A14,A26
3224,V2,32,A27,A41
3225,V3,74,A33,A35
3226,V8,58,A41,A47
3227,V8,98,A35,A38
3228,V8,79,A40,A50
3229,V5,76,A47,A48
3230,V5,85,A17,A32
3231,V10,41,A26,A33
3232,V7,57,A42,A49
3233,V8,50,A9,A16
3234,V6,24,A49,A50
3235,V10,42,A10,A49
3236,V2,98,A12,A45
3237,V7,61,A26,A41
3238,V4,79,A6,A47
3239,V4,80,A20,A36
3240,V9,70,A37,A44
3241,V6,23,A46,A49
3242,V9,94,A31,A34
3243,V5,51,A2,A15
3244,V8,68,A20,A31
3245,V3,44,A23,A41
3246,V10,92,A16,A35
3247,V7,50,A28,A43
3248,V7,28,A26,A44
3249,V7,87,A12,A41
3250,V4,66,A47,A48
3251,V1,37,A39,A43
3252,V3,56,A9,A33
3253,V4,73,A39,A49
3254,V2,37,A1,A2
3255,V9,31,A3,A15
3256,V9,46,A18,A45
3257,V8,70,A48,A49
3258,V2,99,A15,A28
3259,V2,73,A45,A48
3260,V6,47,A31,A33
3261,V1,27,A8,A26
3262,V10,73,A8,A38
3263,V4,92,A29,A47
3264,V6,69,A10,A47
3265,V5,70,A45,A49
3266,V1,67,A18,A45
3267,V3,31,A37,A41
3268,V10,20,A35,A43
3269,V9,87,A27,A35
3270,V3,82,A40,A41
3271,V5,22,A45,A50
3272,V4,21,A6,A21
3273,V7,77,A28,A42
3274,V6,97,A23,A32
3275,V10,41,A22,A36
3276,V8,88,A46,A47
3277,V10,82,A20,A49
3278,V6,35,A32,A50
3279,V2,92,A22,A39
3280,V9,22,A31,A42
3281,V4,63,A22,A49
3282,V10,44,A40,A43
3283,V9,35,A24,A34
3284,V6,25,A44,A50
3285,V3,50,A14,A50
3286,V6,31,A17,A31
3287,V10,69,A6,A50
3288,V5,32,A16,A25
3289,V8,63,A17,A32
3290,V6,52,A45,A50
3291,V2,43,A34,A36
3292,V10,73,A12,A50
3293,V6,30,A35,A40
3294,V6,76,A41,A42
3295,V1,26,A26,A49
3296,V1,50,A7,A25
3297,V10,71,A17,A33
3298,V3,71,A19,A41
3299,V5,65,A46,A50
3300,V5,22,A35,A45
3301,V8,38,A12,A15
3302,V1,31,A17,A49
3303,V3,90,A45,A46
3304,V6,78,A20,A24
3305,V4,99,A44,A50
3306,V9,42,A1,A27
3307,V8,30,A37,A47
3308,V10,26,A45,A46
3309,V2,37,A33,A40
3310,V8,65,A10,A16
3311,V5,98,A33,A34
3312,V1,78,A29,A30
3313,V10,82,A6,A32
3314,V9,63,A19,A26
3315,V1,73,A1,A7
3316,V8,74,A49,A50
3317,V2,67,A18,A29
3318,V7,45,A40,A50
3319,V3,91,A25,A40
3320,V2,57,A24,A49
3321,V1,60,A19,A24
3322,V9,45,A13,A32
3323,V2,48,A35,A50
3324,V3,72,A43,A49
3325,V5,29,A13,A28
3326,V3,99,A3,A33
3327,V5,24,A29,A47
3328,V4,48,A22,A23
3329,V3,75,A35,A50
3330,V9,52,A42,A48
3331,V8,61,A41,A44
3332,V1,29,A23,A32
3333,V9,24,A11,A50
3334,V2,96,A17,A33
3335,V9,97,A31,A46
3336,V7,64,A31,A33
3337,V9,37,A1,A28
3338,V3,32,A27,A50
3339,V2,80,A17,A30
3340,V9,73,A34,A36
3341,V5,42,A49,A50
3342,V10,48,A24,A49
3343,V3,85,A15,A19
3344,V5,92,A24,A46
3345,V8,49,A47,A48
3346,V5,86,A6,A26
3347,V3,28,A45,A49
3348,V8,29,A14,A16
3349,V9,95,A16,A50
3350,V2,34,A30,A41
3351,V5,45,A10,A27
3352,V5,88,A40,A42
3353,V6,76,A38,A45
3354,V9,54,A8,A35
3355,V6,74,A5,A46
3356,V7,37,A4,A33
3357,V1,36,A25,A31
3358,V9,49,A4,A48
3359,V2,98,A43,A47
3360,V10,92,A28,A40
3361,V2,37,A48,A49
3362,V6,79,A17,A48
3363,V2,30,A38,A42
3364,V9,56,A44,A50
3365,V3,88,A35,A45
3366,V4,86,A33,A42
3367,V3,54,A25,A47
3368,V5,98,A24,A25
3369,V6,73,A3,A5
3370,V8,65,A6,A35
3371,V3,73,A30,A43
3372,V3,66,A16,A43
3373,V4,61,A49,A50
3374,V3,32,A42,A48
3375,V6,82,A5,A41
3376,V3,63,A18,A29
3377,V8,85,A15,A16
3378,V3,46,A6,A50
3379,V1,95,A2,A40
3380,V9,67,A47,A48
3381,V8,87,A35,A46
3382,V4,61,A14,A21
3383,V10,51,A4,A36
3384,V7,73,A1,A22
3385,V4,61,A42,A49
3386,V10,27,A30,A35
3387,V3,92,A14,A30
3388,V9,47,A25,A38
3389,V10,75,A24,A39
3390,V5,61,A20,A48
3391,V3,69,A11,A42
3392,V5,93,A4,A27
3393,V8,82,A24,A43
3394,V6,38,A38,A48
3395,V4,81,A12,A38
3396,V9,97,A18,A36
3397,V9,83,A33,A37
3398,V5,91,A17,A29
3399,V4,55,A15,A32
3400,V4,28,A45,A50
3401,V1,47,A6,A26
3402,V6,79,A20,A37
3403,V9,92,A31,A34
3404,V6,66,A23,A47
3405,V7,79,A48,A49
3406,V5,84,A44,A46
3407,V7,73,A9,A32
3408,V10,81,A32,A45
