Id,VehicleType,RemainingBatteryPercentage,EntryPoint,ExitPoint
4489,V16,62,A9,A56
4490,V7,68,A33,A60
4491,V5,99,A34,A55
4492,V14,63,A2,A33
4493,V9,34,A50,A75
4494,V6,58,A55,A68
4495,V19,71,A68,A69
4496,V2,70,A39,A48
4497,V11,45,A9,A31
4498,V8,28,A46,A54
4499,V2,46,A7,A14
4500,V19,90,A54,A68
4501,V13,46,A11,A18
4502,V14,71,A11,A23
4503,V13,68,A72,A74
4504,V5,32,A1,A21
4505,V14,60,A20,A75
4506,V14,63,A73,A75
4507,V16,99,A40,A62
4508,V5,81,A51,A59
4509,V10,89,A69,A75
4510,V9,83,A56,A68
4511,V15,48,A46,A74
4512,V12,38,A30,A31
4513,V10,33,A14,A66
4514,V1,27,A21,A30
4515,V12,55,A63,A67
4516,V5,30,A74,A75
4517,V20,22,A45,A59
4518,V11,92,A21,A32
4519,V8,21,A30,A38
4520,V8,68,A28,A45
4521,V16,23,A63,A75
4522,V7,23,A74,A75
4523,V14,44,A29,A37
4524,V7,82,A30,A51
4525,V10,45,A50,A66
4526,V13,24,A23,A66
4527,V16,33,A72,A75
4528,V17,56,A56,A74
4529,V15,88,A50,A62
4530,V7,84,A20,A47
4531,V8,86,A9,A65
4532,V11,67,A40,A73
4533,V15,42,A47,A70
4534,V18,74,A47,A48
4535,V10,51,A27,A54
4536,V2,24,A1,A61
4537,V16,96,A57,A73
4538,V13,82,A41,A73
4539,V5,55,A41,A53
4540,V16,25,A18,A72
4541,V8,24,A31,A35
4542,V14,99,A36,A72
4543,V3,93,A71,A74
4544,V15,89,A67,A71
4545,V16,36,A54,A64
4546,V15,65,A67,A71
4547,V4,80,A39,A74
4548,V3,23,A39,A58
4549,V9,89,A47,A66
4550,V7,28,A69,A74
4551,V20,45,A24,A53
4552,V3,77,A10,A37
4553,V19,43,A73,A74
4554,V2,85,A61,A72
4555,V20,33,A24,A70
4556,V13,80,A40,A41
4557,V6,28,A68,A72
4558,V3,72,A32,A68
4559,V13,82,A41,A70
4560,V2,60,A65,A68
4561,V11,36,A62,A64
4562,V4,97,A10,A51
4563,V12,92,A53,A59
4564,V1,82,A38,A53
4565,V16,62,A73,A75
4566,V20,99,A28,A46
4567,V16,94,A57,A65
4568,V20,89,A35,A67
4569,V15,48,A61,A73
4570,V6,62,A53,A68
4571,V5,69,A53,A58
4572,V15,72,A55,A64
4573,V4,85,A27,A52
4574,V15,41,A9,A23
4575,V11,45,A23,A74
4576,V7,41,A69,A73
4577,V13,82,A25,A40
4578,V19,39,A8,A49
4579,V10,88,A27,A58
4580,V5,95,A61,A62
4581,V18,47,A35,A71
4582,V4,42,A43,A61
4583,V12,74,A32,A53
4584,V8,63,A47,A58
4585,V19,50,A41,A73
4586,V1,93,A60,A73
4587,V3,97,A40,A66
4588,V3,20,A8,A64
4589,V7,65,A42,A75
4590,V10,79,A65,A70
4591,V20,45,A1,A38
4592,V5,51,A61,A64
4593,V15,50,A66,A67
4594,V7,88,A61,A72
4595,V7,53,A25,A49
4596,V5,38,A70,A73
4597,V20,61,A66,A74
4598,V11,32,A70,A73
4599,V4,52,A50,A64
4600,V4,34,A34,A67
4601,V8,75,A36,A49
4602,V15,21,A29,A44
4603,V17,22,A27,A62
4604,V10,20,A9,A66
4605,V11,26,A16,A27
4606,V11,44,A18,A27
4607,V4,36,A49,A52
4608,V11,24,A53,A65
4609,V1,49,A74,A75
4610,V15,76,A38,A65
4611,V1,91,A48,A59
4612,V1,75,A69,A70
4613,V7,75,A65,A66
4614,V6,46,A23,A29
4615,V1,75,A52,A73
4616,V15,85,A14,A58
4617,V5,39,A19,A25
4618,V12,39,A34,A35
4619,V6,35,A62,A68
4620,V6,32,A36,A75
4621,V5,29,A28,A66
4622,V20,80,A10,A41
4623,V18,33,A70,A75
4624,V10,75,A18,A73
4625,V11,20,A39,A54
4626,V19,59,A67,A74
4627,V15,41,A17,A22
4628,V17,51,A29,A50
4629,V14,96,A68,A73
4630,V10,95,A16,A21
4631,V7,67,A45,A57
4632,V7,53,A13,A64
4633,V19,59,A41,A45
4634,V7,52,A6,A27
4635,V6,41,A3,A73
4636,V17,79,A3,A20
4637,V12,97,A48,A58
4638,V1,68,A44,A49
4639,V13,80,A15,A75
4640,V5,89,A66,A72
4641,V17,66,A61,A74
4642,V1,40,A37,A46
4643,V12,45,A35,A58
4644,V15,99,A6,A16
4645,V18,84,A63,A73
4646,V15,90,A59,A75
4647,V19,84,A55,A69
4648,V16,36,A48,A75
4649,V7,20,A29,A30
4650,V10,86,A29,A41
4651,V12,62,A56,A73
4652,V5,76,A36,A47
4653,V14,44,A32,A63
4654,V17,72,A54,A63
4655,V3,91,A30,A62
4656,V11,54,A23,A42
4657,V14,41,A37,A68
4658,V16,73,A12,A27
4659,V8,32,A74,A75
4660,V6,74,A23,A66
4661,V17,67,A67,A68
4662,V11,46,A35,A48
4663,V4,62,A13,A41
4664,V4,59,A48,A55
4665,V7,24,A22,A45
4666,V8,83,A40,A41
4667,V11,89,A51,A53
4668,V2,87,A37,A51
4669,V14,22,A70,A73
4670,V14,70,A58,A59
4671,V3,30,A16,A48
4672,V13,45,A48,A57
4673,V8,61,A66,A71
4674,V20,88,A74,A75
4675,V10,42,A30,A40
4676,V7,84,A3,A6
4677,V13,34,A71,A72
4678,V13,33,A45,A70
4679,V5,29,A64,A65
4680,V13,36,A4,A44
4681,V16,41,A15,A49
4682,V9,26,A10,A13
4683,V17,21,A40,A42
4684,V8,97,A51,A70
4685,V16,60,A67,A75
4686,V9,87,A8,A70
4687,V7,93,A65,A71
4688,V14,25,A6,A28
4689,V16,54,A8,A45
4690,V19,39,A2,A60
4691,V5,87,A63,A68
4692,V18,87,A8,A32
4693,V7,59,A20,A55
4694,V17,38,A70,A71
4695,V14,29,A49,A71
4696,V16,95,A50,A67
4697,V8,85,A50,A65
4698,V6,34,A23,A24
4699,V5,71,A41,A74
4700,V8,21,A66,A69
4701,V15,87,A23,A43
4702,V2,96,A20,A34
4703,V14,94,A38,A61
4704,V1,40,A64,A68
4705,V11,39,A33,A43
4706,V1,93,A58,A62
4707,V17,51,A7,A22
4708,V3,28,A27,A57
4709,V9,46,A24,A42
4710,V6,91,A58,A71
4711,V6,50,A72,A73
4712,V3,69,A67,A69
4713,V5,23,A33,A60
4714,V10,44,A37,A60
4715,V8,49,A6,A70
4716,V2,45,A70,A75
4717,V5,22,A8,A53
4718,V9,42,A60,A68
4719,V14,73,A2,A3
4720,V17,30,A28,A32
4721,V19,25,A39,A52
4722,V1,31,A43,A57
4723,V16,20,A38,A68
4724,V5,79,A36,A52
4725,V1,98,A68,A69
4726,V16,22,A48,A62
4727,V10,42,A16,A42
4728,V1,61,A66,A73
4729,V19,32,A5,A56
4730,V3,73,A72,A73
4731,V2,38,A13,A62
4732,V8,64,A59,A75
4733,V11,78,A15,A26
4734,V11,45,A21,A70
4735,V12,69,A5,A57
4736,V14,99,A65,A69
4737,V20,77,A8,A71
4738,V9,68,A23,A36
4739,V13,59,A72,A73
4740,V8,51,A64,A70
4741,V1,31,A32,A65
4742,V15,58,A12,A57
4743,V18,70,A32,A41
4744,V2,34,A38,A46
4745,V5,56,A22,A69
4746,V17,77,A46,A52
4747,V16,88,A62,A67
4748,V20,77,A23,A39
4749,V11,86,A71,A74
4750,V12,64,A18,A51
4751,V15,36,A24,A72
4752,V20,48,A8,A41
4753,V18,47,A27,A35
4754,V5,91,A1,A10
4755,V7,48,A18,A70
4756,V7,32,A5,A61
4757,V16,75,A39,A64
4758,V11,37,A32,A59
4759,V5,89,A1,A50
4760,V17,29,A32,A59
4761,V8,98,A57,A72
4762,V2,91,A10,A27
4763,V1,57,A41,A74
4764,V12,35,A32,A61
4765,V20,56,A3,A68
4766,V6,71,A57,A66
4767,V1,45,A28,A53
4768,V10,43,A70,A72
4769,V8,58,A71,A74
4770,V5,47,A62,A64
4771,V1,50,A24,A72
4772,V16,64,A28,A33
4773,V12,59,A67,A70
4774,V3,90,A34,A56
4775,V18,37,A72,A75
4776,V5,97,A12,A24
4777,V5,38,A39,A60
4778,V19,74,A66,A73
4779,V5,60,A32,A72
4780,V1,92,A43,A69
4781,V9,52,A57,A58
4782,V6,67,A4,A33
4783,V9,96,A68,A69
4784,V13,69,A34,A47
4785,V11,73,A25,A40
4786,V5,24,A41,A48
4787,V15,56,A69,A71
4788,V10,23,A63,A71
4789,V3,59,A55,A69
4790,V18,86,A54,A72
4791,V12,56,A17,A68
4792,V15,97,A52,A67
4793,V14,57,A29,A44
4794,V9,41,A59,A64
4795,V5,57,A48,A67
4796,V10,76,A28,A58
4797,V5,36,A74,A75
4798,V15,94,A34,A68
4799,V9,75,A43,A46
4800,V6,63,A45,A74
4801,V17,56,A39,A70
4802,V5,58,A24,A27
4803,V3,59,A46,A59
4804,V20,97,A42,A47
4805,V12,75,A30,A41
4806,V17,90,A24,A32
4807,V3,70,A25,A27
4808,V1,82,A12,A38
4809,V17,90,A39,A74
4810,V2,85,A37,A42
4811,V14,87,A61,A74
4812,V17,78,A73,A74
4813,V14,83,A41,A56
4814,V14,26,A41,A61
4815,V12,93,A12,A23
4816,V20,80,A34,A59
4817,V10,88,A13,A40
4818,V12,61,A29,A75
4819,V19,89,A3,A29
4820,V4,54,A1,A23
4821,V12,41,A72,A73
4822,V13,33,A18,A70
4823,V14,49,A63,A70
4824,V16,39,A37,A44
4825,V8,47,A46,A61
4826,V16,53,A48,A72
4827,V11,41,A23,A34
4828,V12,78,A22,A53
4829,V4,68,A18,A19
4830,V8,25,A56,A61
4831,V11,83,A18,A68
4832,V6,70,A47,A61
4833,V2,33,A43,A75
4834,V6,56,A62,A75
4835,V19,44,A69,A71
4836,V6,26,A16,A17
4837,V14,45,A33,A37
4838,V7,94,A31,A47
4839,V5,96,A24,A57
4840,V5,61,A43,A45
4841,V16,38,A11,A27
4842,V5,64,A61,A66
4843,V13,25,A70,A72
4844,V16,87,A14,A56
4845,V8,39,A41,A62
4846,V2,23,A60,A69
4847,V1,78,A69,A74
4848,V7,54,A23,A27
4849,V17,76,A74,A75
4850,V1,85,A28,A67
4851,V7,89,A5,A6
4852,V11,92,A51,A56
4853,V16,50,A47,A60
4854,V2,65,A44,A47
4855,V12,74,A20,A50
4856,V12,65,A8,A58
4857,V2,37,A42,A69
4858,V12,96,A8,A42
4859,V14,86,A51,A65
4860,V15,53,A12,A17
4861,V11,89,A14,A66
4862,V15,85,A4,A51
4863,V9,23,A38,A48
4864,V13,93,A41,A51
4865,V12,52,A32,A74
4866,V2,42,A39,A61
4867,V8,76,A11,A69
4868,V9,56,A23,A26
4869,V15,60,A47,A74
4870,V18,69,A72,A75
4871,V14,47,A38,A55
4872,V7,47,A52,A54
4873,V10,45,A45,A74
4874,V16,94,A28,A67
4875,V11,21,A72,A74
4876,V16,35,A27,A45
4877,V12,25,A9,A13
4878,V12,91,A37,A38
4879,V3,35,A74,A75
4880,V11,30,A28,A34
4881,V4,50,A45,A72
4882,V6,67,A6,A34
4883,V20,73,A55,A57
4884,V7,51,A10,A40
4885,V6,53,A35,A48
4886,V20,23,A25,A31
4887,V7,32,A55,A63
4888,V4,52,A21,A56
4889,V6,68,A15,A67
4890,V16,90,A38,A72
4891,V12,86,A36,A65
4892,V4,37,A59,A68
4893,V5,60,A58,A66
4894,V3,68,A1,A32
4895,V17,23,A51,A68
4896,V6,93,A74,A75
4897,V17,75,A74,A75
4898,V15,90,A13,A54
4899,V15,43,A5,A13
4900,V14,73,A27,A39
4901,V7,91,A44,A63
4902,V18,36,A35,A42
4903,V4,99,A8,A67
4904,V10,82,A29,A54
4905,V16,59,A51,A62
4906,V19,86,A36,A74
4907,V11,48,A49,A60
4908,V18,32,A57,A63
4909,V20,85,A65,A72
4910,V12,95,A44,A62
4911,V18,69,A47,A71
4912,V5,22,A41,A46
4913,V13,98,A12,A62
4914,V18,36,A31,A52
4915,V16,60,A3,A58
4916,V12,34,A21,A34
4917,V4,53,A57,A62
4918,V20,74,A6,A60
4919,V4,74,A74,A75
4920,V19,51,A35,A68
4921,V8,76,A17,A46
4922,V16,24,A71,A75
4923,V13,59,A56,A69
4924,V12,70,A19,A56
4925,V12,68,A50,A52
4926,V20,48,A31,A55
4927,V10,84,A23,A30
4928,V5,88,A60,A72
4929,V20,30,A38,A73
4930,V13,71,A52,A55
4931,V2,43,A53,A74
4932,V19,83,A51,A57
4933,V6,88,A68,A74
4934,V13,49,A26,A43
4935,V7,79,A2,A18
4936,V3,44,A10,A68
4937,V20,43,A7,A23
4938,V8,98,A32,A44
4939,V15,64,A23,A64
4940,V14,43,A61,A66
4941,V2,62,A52,A53
4942,V9,57,A66,A69
4943,V20,30,A14,A63
4944,V20,96,A62,A74
4945,V7,49,A13,A69
4946,V3,25,A60,A63
4947,V16,99,A26,A35
4948,V15,57,A68,A75
4949,V4,54,A53,A60
4950,V9,22,A50,A57
4951,V16,35,A34,A40
4952,V17,48,A10,A52
4953,V9,88,A10,A15
4954,V10,67,A27,A63
4955,V4,54,A62,A67
4956,V7,83,A67,A70
4957,V16,59,A39,A40
4958,V6,79,A17,A73
4959,V6,24,A64,A65
4960,V10,43,A24,A51
4961,V13,58,A32,A57
4962,V14,41,A8,A10
4963,V19,68,A9,A52
4964,V14,29,A57,A62
4965,V3,83,A41,A47
4966,V14,21,A2,A68
4967,V13,46,A44,A73
4968,V3,97,A70,A75
4969,V17,42,A15,A41
4970,V9,60,A3,A4
4971,V13,40,A10,A56
4972,V13,81,A65,A72
4973,V13,77,A30,A75
4974,V4,77,A14,A61
4975,V3,68,A21,A45
4976,V16,28,A52,A55
4977,V13,85,A47,A53
4978,V14,32,A57,A70
4979,V19,70,A16,A29
4980,V16,22,A59,A64
4981,V14,70,A42,A51
4982,V11,54,A74,A75
4983,V16,63,A4,A12
4984,V5,42,A52,A71
4985,V10,52,A50,A60
4986,V3,59,A12,A52
4987,V13,59,A65,A67
4988,V17,61,A7,A55
4989,V8,56,A30,A67
4990,V3,58,A69,A72
4991,V17,65,A13,A71
4992,V19,95,A29,A45
4993,V15,54,A56,A70
4994,V17,42,A25,A45
4995,V1,97,A33,A53
4996,V16,48,A29,A57
4997,V6,67,A8,A57
4998,V19,93,A52,A72
4999,V6,54,A3,A29
5000,V13,52,A8,A31
5001,V10,27,A37,A45
5002,V15,72,A34,A70
5003,V13,26,A58,A65
5004,V4,28,A48,A62
5005,V3,29,A15,A22
5006,V18,49,A19,A23
5007,V9,95,A2,A33
5008,V15,25,A70,A73
5009,V19,45,A46,A59
5010,V13,97,A63,A67
5011,V1,97,A3,A73
5012,V9,39,A42,A60
5013,V20,58,A52,A72
5014,V4,98,A25,A47
5015,V5,47,A46,A47
5016,V20,26,A7,A21
5017,V16,31,A37,A59
5018,V17,89,A16,A35
5019,V8,22,A68,A74
5020,V12,67,A58,A71
5021,V15,37,A57,A61
5022,V14,40,A27,A53
5023,V13,44,A46,A52
5024,V7,38,A26,A59
5025,V8,68,A44,A67
5026,V9,33,A70,A73
5027,V9,88,A64,A74
5028,V8,23,A25,A33
5029,V18,93,A3,A70
5030,V12,29,A53,A54
5031,V9,46,A46,A51
5032,V10,88,A22,A44
5033,V8,76,A24,A61
5034,V10,25,A32,A51
5035,V1,61,A9,A14
5036,V1,34,A67,A74
5037,V9,37,A58,A59
5038,V10,55,A65,A75
5039,V15,23,A32,A54
5040,V18,39,A62,A73
5041,V3,62,A54,A72
5042,V19,48,A20,A72
5043,V2,69,A29,A55
5044,V13,21,A15,A31
5045,V1,93,A54,A74
5046,V12,87,A31,A64
5047,V19,54,A16,A41
5048,V20,49,A28,A59
5049,V8,37,A40,A69
5050,V7,77,A47,A58
5051,V7,20,A65,A66
5052,V17,49,A40,A53
5053,V15,93,A63,A75
5054,V8,69,A10,A60
5055,V13,29,A13,A39
5056,V20,53,A67,A71
5057,V13,23,A16,A24
5058,V6,23,A24,A40
5059,V8,44,A25,A31
5060,V4,69,A9,A53
5061,V3,53,A53,A55
5062,V8,66,A33,A53
5063,V1,62,A56,A67
5064,V4,97,A20,A63
5065,V20,78,A60,A71
5066,V9,52,A46,A60
5067,V18,41,A35,A57
5068,V7,69,A30,A54
5069,V15,42,A37,A44
5070,V1,83,A53,A74
5071,V13,57,A60,A66
5072,V12,63,A72,A73
5073,V11,80,A18,A65
5074,V11,65,A74,A75
5075,V20,44,A47,A74
5076,V18,38,A3,A37
5077,V2,59,A48,A67
5078,V14,43,A7,A46
5079,V15,83,A34,A44
5080,V12,74,A34,A53
5081,V20,90,A41,A58
5082,V13,74,A15,A57
5083,V17,51,A12,A20
5084,V16,71,A52,A59
5085,V4,81,A23,A36
5086,V14,52,A74,A75
5087,V19,63,A1,A63
5088,V15,45,A46,A71
5089,V5,92,A7,A51
5090,V2,46,A10,A67
5091,V4,22,A24,A68
5092,V19,60,A38,A47
5093,V10,49,A34,A49
5094,V1,43,A21,A72
5095,V7,86,A66,A69
5096,V8,52,A34,A63
5097,V1,44,A7,A23
5098,V11,80,A45,A73
5099,V1,92,A37,A73
5100,V16,44,A48,A58
5101,V14,86,A31,A48
5102,V13,52,A22,A43
5103,V5,26,A11,A18
5104,V5,91,A62,A71
5105,V3,95,A72,A73
5106,V11,75,A32,A37
5107,V19,23,A64,A70
5108,V10,54,A72,A74
5109,V12,65,A42,A60
5110,V20,77,A55,A60
5111,V13,56,A23,A39
5112,V15,26,A5,A28
5113,V6,74,A73,A74
5114,V6,37,A72,A74
5115,V7,79,A44,A50
5116,V15,50,A33,A63
5117,V4,53,A9,A21
5118,V6,32,A20,A55
5119,V3,77,A49,A55
5120,V15,21,A30,A38
5121,V7,57,A58,A63
5122,V2,46,A71,A72
5123,V4,95,A7,A70
5124,V18,29,A19,A31
5125,V19,38,A45,A70
5126,V5,56,A17,A63
5127,V11,24,A55,A61
5128,V8,70,A16,A63
5129,V2,76,A15,A36
5130,V10,62,A45,A68
5131,V11,71,A17,A48
5132,V9,90,A45,A52
5133,V18,81,A64,A70
5134,V8,21,A73,A74
5135,V15,98,A58,A60
5136,V18,26,A39,A57
5137,V11,75,A70,A75
5138,V3,38,A51,A72
5139,V4,27,A45,A63
5140,V12,58,A62,A63
5141,V11,99,A44,A73
5142,V17,80,A4,A40
5143,V19,30,A1,A23
5144,V5,78,A69,A71
5145,V11,51,A23,A41
5146,V5,53,A40,A53
5147,V9,57,A5,A47
5148,V16,29,A19,A31
5149,V19,98,A68,A75
5150,V1,92,A71,A72
5151,V18,45,A40,A75
5152,V2,80,A73,A74
5153,V10,33,A18,A72
5154,V9,37,A74,A75
5155,V9,51,A49,A62
5156,V4,27,A15,A46
5157,V1,58,A32,A46
5158,V1,39,A63,A69
5159,V2,41,A49,A51
5160,V18,22,A51,A54
5161,V13,32,A63,A64
5162,V19,88,A73,A75
5163,V15,78,A32,A67
5164,V7,58,A6,A45
5165,V19,88,A29,A37
5166,V5,59,A16,A52
5167,V5,97,A65,A73
5168,V16,20,A32,A73
5169,V4,29,A4,A53
5170,V4,97,A33,A61
5171,V20,50,A49,A68
5172,V11,38,A15,A73
5173,V9,23,A1,A35
5174,V6,62,A31,A33
5175,V8,53,A9,A28
5176,V6,88,A46,A71
5177,V18,20,A5,A29
5178,V8,56,A74,A75
5179,V13,23,A29,A41
5180,V20,59,A10,A61
5181,V13,72,A18,A49
5182,V11,25,A58,A72
5183,V8,41,A65,A74
5184,V4,35,A8,A32
5185,V14,57,A52,A61
5186,V11,52,A66,A73
5187,V11,92,A59,A60
5188,V2,27,A32,A51
5189,V16,37,A57,A64
5190,V4,65,A3,A68
5191,V6,78,A37,A69
5192,V6,56,A5,A29
5193,V11,72,A3,A14
5194,V9,90,A43,A60
5195,V8,90,A48,A56
5196,V8,41,A21,A41
5197,V8,74,A41,A43
5198,V17,83,A32,A62
5199,V3,39,A64,A65
5200,V20,35,A8,A73
5201,V9,86,A20,A44
5202,V12,96,A9,A30
5203,V6,45,A15,A74
5204,V13,76,A22,A75
5205,V8,29,A41,A67
5206,V13,34,A58,A71
5207,V14,22,A31,A53
5208,V18,64,A44,A75
5209,V5,40,A61,A69
5210,V13,42,A35,A57
5211,V14,59,A17,A36
5212,V15,70,A61,A63
5213,V7,88,A7,A28
5214,V4,94,A42,A74
5215,V9,61,A69,A74
5216,V8,35,A53,A64
5217,V6,62,A7,A60
5218,V10,89,A34,A60
5219,V20,88,A42,A75
5220,V8,38,A56,A69
5221,V2,83,A27,A42
5222,V13,70,A44,A52
5223,V9,52,A59,A68
5224,V13,75,A50,A62
5225,V9,92,A16,A47
5226,V20,75,A70,A75
5227,V2,78,A28,A46
5228,V10,70,A10,A49
5229,V5,59,A5,A20
5230,V12,90,A70,A71
5231,V20,64,A60,A65
5232,V2,62,A58,A70
5233,V19,83,A19,A30
5234,V10,83,A17,A56
5235,V10,24,A20,A72
5236,V8,94,A30,A48
5237,V14,41,A5,A16
5238,V8,53,A71,A73
5239,V9,53,A19,A24
5240,V3,31,A38,A52
5241,V12,75,A70,A71
5242,V6,48,A38,A40
5243,V12,58,A18,A61
5244,V9,71,A45,A69
5245,V7,85,A7,A52
5246,V3,97,A24,A61
5247,V5,46,A52,A70
5248,V5,99,A43,A56
5249,V17,69,A67,A72
5250,V5,80,A50,A52
5251,V14,54,A63,A69
5252,V18,87,A13,A33
5253,V15,54,A52,A60
5254,V20,22,A2,A65
5255,V6,74,A6,A37
5256,V1,39,A50,A74
5257,V17,67,A71,A73
5258,V10,87,A65,A71
5259,V15,72,A23,A65
5260,V20,57,A22,A46
5261,V1,66,A18,A75
5262,V4,82,A58,A75
5263,V4,61,A57,A65
5264,V20,56,A68,A70
5265,V5,39,A74,A75
5266,V2,23,A51,A52
5267,V11,60,A1,A73
5268,V6,58,A66,A72
5269,V18,95,A35,A62
5270,V5,97,A61,A69
5271,V15,23,A74,A75
5272,V17,62,A8,A21
5273,V7,88,A68,A73
5274,V20,86,A48,A49
5275,V4,38,A26,A75
5276,V14,27,A29,A51
5277,V7,92,A40,A64
5278,V16,21,A24,A64
5279,V11,98,A50,A67
5280,V3,29,A74,A75
5281,V12,40,A18,A70
5282,V4,43,A33,A51
5283,V11,49,A22,A25
5284,V20,57,A11,A15
5285,V14,65,A65,A68
5286,V11,21,A21,A48
5287,V10,77,A5,A18
5288,V6,60,A30,A45
5289,V1,36,A57,A67
5290,V16,91,A51,A58
5291,V15,32,A7,A9
5292,V13,70,A69,A72
5293,V16,42,A15,A22
5294,V19,21,A66,A72
5295,V7,21,A69,A72
5296,V4,70,A43,A44
5297,V9,78,A42,A44
5298,V5,54,A13,A28
5299,V13,47,A48,A52
5300,V7,94,A8,A34
5301,V6,49,A44,A56
5302,V7,24,A27,A37
5303,V15,73,A12,A33
5304,V15,84,A54,A63
5305,V15,27,A9,A43
5306,V5,29,A61,A75
5307,V5,53,A23,A58
5308,V2,46,A1,A59
5309,V19,94,A5,A58
5310,V3,57,A29,A63
5311,V1,59,A73,A75
5312,V17,50,A46,A56
5313,V19,94,A73,A75
5314,V16,74,A48,A75
5315,V13,29,A58,A62
5316,V16,77,A28,A61
5317,V18,70,A42,A53
5318,V19,53,A51,A64
5319,V5,51,A69,A71
5320,V1,28,A55,A70
5321,V17,55,A44,A64
5322,V11,43,A3,A12
5323,V9,62,A41,A71
5324,V3,53,A57,A68
5325,V9,62,A30,A52
5326,V6,54,A8,A73
5327,V19,58,A35,A55
5328,V1,63,A30,A68
5329,V1,94,A30,A49
5330,V20,54,A53,A57
5331,V10,76,A28,A58
5332,V6,68,A43,A75
5333,V11,50,A20,A21
5334,V9,97,A5,A43
5335,V1,87,A24,A52
5336,V19,41,A17,A62
5337,V14,33,A22,A37
5338,V2,86,A67,A68
5339,V1,64,A55,A61
5340,V9,34,A27,A33
5341,V8,70,A70,A72
5342,V2,83,A40,A56
5343,V12,51,A60,A72
5344,V8,50,A50,A72
5345,V3,85,A31,A69
5346,V20,34,A2,A56
5347,V11,62,A40,A67
5348,V2,92,A63,A67
5349,V11,82,A7,A72
5350,V3,97,A42,A68
5351,V3,29,A22,A69
5352,V10,40,A57,A73
5353,V1,60,A33,A39
5354,V13,73,A12,A29
5355,V14,71,A59,A68
5356,V2,69,A56,A73
5357,V17,53,A51,A52
5358,V8,96,A22,A31
5359,V11,46,A20,A28
5360,V12,51,A13,A36
5361,V9,87,A40,A63
5362,V14,88,A69,A75
5363,V5,66,A54,A74
5364,V20,20,A37,A48
5365,V14,51,A71,A75
5366,V9,79,A29,A56
5367,V14,31,A1,A13
5368,V13,88,A7,A29
5369,V7,27,A2,A49
5370,V10,70,A62,A65
5371,V19,36,A64,A66
5372,V17,36,A4,A29
5373,V13,40,A71,A74
5374,V20,34,A74,A75
5375,V18,44,A26,A57
5376,V15,62,A52,A72
5377,V18,91,A32,A71
5378,V3,79,A71,A73
5379,V2,46,A38,A48
5380,V12,44,A71,A73
5381,V5,63,A1,A7
5382,V12,79,A7,A33
5383,V20,86,A49,A72
5384,V11,51,A54,A74
5385,V3,69,A39,A43
5386,V4,59,A56,A62
5387,V8,33,A53,A63
5388,V16,82,A27,A36
5389,V12,43,A54,A60
5390,V4,62,A18,A60
5391,V12,58,A46,A49
5392,V10,31,A16,A58
5393,V11,75,A22,A35
5394,V1,58,A1,A52
5395,V6,99,A53,A62
5396,V15,93,A15,A33
5397,V8,97,A38,A46
5398,V2,70,A15,A74
5399,V14,30,A9,A68
5400,V7,72,A72,A74
5401,V16,52,A64,A69
5402,V8,68,A50,A71
5403,V19,62,A36,A58
5404,V18,67,A56,A72
5405,V16,71,A17,A27
5406,V13,45,A43,A52
5407,V1,64,A10,A17
5408,V4,73,A54,A75
5409,V2,72,A39,A48
5410,V15,71,A29,A66
5411,V11,46,A18,A69
5412,V4,84,A14,A33
5413,V2,21,A27,A45
5414,V2,38,A7,A19
5415,V7,30,A7,A31
5416,V11,46,A28,A54
5417,V1,99,A69,A70
5418,V11,94,A43,A66
5419,V13,79,A54,A61
5420,V12,28,A1,A27
5421,V16,57,A74,A75
5422,V10,31,A19,A27
5423,V15,95,A43,A67
5424,V13,28,A24,A40
5425,V9,31,A57,A74
5426,V15,95,A51,A67
5427,V15,70,A31,A52
5428,V15,50,A36,A61
5429,V19,67,A48,A61
5430,V20,32,A33,A64
5431,V20,97,A29,A71
5432,V15,22,A72,A74
5433,V11,87,A4,A36
5434,V8,34,A73,A75
5435,V5,64,A71,A75
5436,V2,21,A7,A11
5437,V12,96,A18,A69
5438,V18,94,A58,A75
5439,V12,70,A54,A75
5440,V10,88,A68,A69
5441,V12,98,A39,A73
5442,V17,83,A14,A44
5443,V15,50,A21,A73
5444,V6,78,A72,A74
5445,V5,62,A74,A75
5446,V7,35,A20,A32
5447,V4,58,A2,A47
5448,V20,68,A21,A64
5449,V10,71,A10,A21
5450,V7,29,A19,A66
5451,V3,77,A29,A53
5452,V10,78,A31,A39
5453,V12,96,A11,A70
5454,V9,50,A56,A68
5455,V10,38,A18,A37
5456,V3,21,A42,A72
5457,V10,23,A26,A42
5458,V15,86,A21,A29
5459,V10,43,A61,A62
5460,V7,67,A33,A67
5461,V16,36,A21,A73
5462,V16,75,A21,A45
5463,V15,69,A70,A71
5464,V6,88,A74,A75
5465,V2,79,A69,A71
5466,V14,45,A38,A73
5467,V3,42,A59,A68
5468,V15,64,A41,A75
5469,V13,39,A5,A51
5470,V8,24,A1,A10
5471,V8,61,A29,A55
5472,V4,30,A37,A58
5473,V16,88,A27,A49
5474,V12,27,A32,A67
5475,V11,66,A67,A69
5476,V19,48,A48,A52
5477,V9,78,A56,A64
5478,V15,33,A46,A72
5479,V7,44,A14,A39
5480,V2,96,A70,A73
5481,V13,24,A3,A36
5482,V12,27,A64,A67
5483,V15,28,A42,A62
5484,V18,85,A74,A75
5485,V4,33,A49,A56
