VehicleType,ChargingStation,TimeToChargePerUnit
V12,C94,360
V12,C95,420
V12,C96,300
V12,C97,540
V12,C98,360
V12,C99,540
V12,C100,360
V12,C101,300
V12,C102,420
V12,C103,300
V12,C104,540
V12,C105,300
V12,C106,540
V12,C107,480
V12,C108,300
V12,C109,300
V12,C110,360
V12,C111,540
V12,C112,540
V12,C113,480
V12,C114,480
V12,C115,420
V12,C116,540
V12,C117,360
V12,C118,540
V12,C119,540
V12,C120,360
V12,C121,360
V12,C122,540
V12,C123,540
V12,C124,480
V12,C125,300
V12,C126,300
V12,C127,480
V12,C128,360
V12,C129,360
V12,C130,300
V12,C131,540
V12,C132,360
V12,C133,420
V12,C134,300
V12,C135,480
V12,C136,360
V12,C137,360
V12,C138,540
V12,C139,480
V12,C140,300
V12,C141,300
V12,C142,300
V12,C143,480
V12,C144,420
V12,C145,300
V12,C146,480
V12,C147,300
V12,C148,540
V12,C149,300
V12,C150,540
V13,C1,540
V13,C2,480
V13,C3,480
V13,C4,420
V13,C5,420
V13,C6,360
V13,C7,300
V13,C8,420
V13,C9,300
V13,C10,540
V13,C11,300
V13,C12,360
V13,C13,540
V13,C14,360
V13,C15,360
V13,C16,480
V13,C17,360
V13,C18,480
V13,C19,360
V13,C20,420
V13,C21,300
V13,C22,300
V13,C23,480
V13,C24,300
V13,C25,480
V13,C26,300
V13,C27,540
V13,C28,480
V13,C29,300
V13,C30,300
V13,C31,540
V13,C32,480
V13,C33,300
V13,C34,420
V13,C35,300
V13,C36,420
V13,C37,420
V13,C38,360
V13,C39,300
V13,C40,420
V13,C41,360
V13,C42,420
V13,C43,300
V13,C44,360
V13,C45,540
V13,C46,540
V13,C47,540
V13,C48,360
V13,C49,300
V13,C50,540
V13,C51,480
V13,C52,420
V13,C53,300
V13,C54,540
V13,C55,420
V13,C56,480
V13,C57,480
V13,C58,360
V13,C59,300
V13,C60,420
V13,C61,540
V13,C62,300
V13,C63,300
V13,C64,420
V13,C65,300
V13,C66,420
V13,C67,480
V13,C68,540
V13,C69,420
V13,C70,540
V13,C71,300
V13,C72,540
V13,C73,540
V13,C74,480
V13,C75,300
V13,C76,540
V13,C77,540
V13,C78,420
V13,C79,300
V13,C80,420
V13,C81,540
V13,C82,300
V13,C83,300
V13,C84,420
V13,C85,420
V13,C86,300
V13,C87,300
V13,C88,420
V13,C89,540
V13,C90,300
V13,C91,480
V13,C92,360
V13,C93,420
V13,C94,300
V13,C95,480
V13,C96,360
V13,C97,360
V13,C98,480
V13,C99,360
V13,C100,480
V13,C101,300
V13,C102,480
V13,C103,480
V13,C104,300
V13,C105,420
V13,C106,360
V13,C107,300
V13,C108,300
V13,C109,300
V13,C110,420
V13,C111,360
V13,C112,360
V13,C113,420
V13,C114,480
V13,C115,480
V13,C116,420
V13,C117,300
V13,C118,300
V13,C119,480
V13,C120,360
V13,C121,540
V13,C122,300
V13,C123,420
V13,C124,360
V13,C125,480
V13,C126,360
V13,C127,300
V13,C128,360
V13,C129,360
V13,C130,300
V13,C131,420
V13,C132,360
V13,C133,300
V13,C134,480
V13,C135,480
V13,C136,300
V13,C137,420
V13,C138,360
V13,C139,420
V13,C140,480
V13,C141,300
V13,C142,420
V13,C143,360
V13,C144,360
V13,C145,420
V13,C146,540
V13,C147,360
V13,C148,420
V13,C149,360
V13,C150,480
V14,C1,300
V14,C2,420
V14,C3,540
V14,C4,300
V14,C5,420
V14,C6,300
V14,C7,420
V14,C8,420
V14,C9,540
V14,C10,360
V14,C11,480
V14,C12,420
V14,C13,540
V14,C14,420
V14,C15,420
V14,C16,420
V14,C17,540
V14,C18,420
V14,C19,480
V14,C20,420
V14,C21,300
V14,C22,300
V14,C23,480
V14,C24,300
V14,C25,480
V14,C26,420
V14,C27,420
V14,C28,420
V14,C29,480
V14,C30,420
V14,C31,540
V14,C32,360
V14,C33,540
V14,C34,480
V14,C35,480
V14,C36,480
V14,C37,300
V14,C38,540
V14,C39,300
V14,C40,420
V14,C41,420
V14,C42,540
V14,C43,420
V14,C44,360
V14,C45,360
V14,C46,300
V14,C47,300
V14,C48,540
V14,C49,300
V14,C50,540
V14,C51,540
V14,C52,420
V14,C53,300
V14,C54,540
V14,C55,480
V14,C56,300
V14,C57,300
V14,C58,480
V14,C59,360
V14,C60,300
V14,C61,540
V14,C62,480
V14,C63,420
V14,C64,420
V14,C65,480
V14,C66,480
V14,C67,300
V14,C68,420
V14,C69,360
V14,C70,480
V14,C71,480
V14,C72,360
V14,C73,480
V14,C74,300
V14,C75,540
V14,C76,540
V14,C77,300
V14,C78,360
V14,C79,480
V14,C80,420
V14,C81,360
V14,C82,300
V14,C83,480
V14,C84,540
V14,C85,300
V14,C86,480
V14,C87,420
V14,C88,540
V14,C89,540
V14,C90,420
V14,C91,360
V14,C92,420
V14,C93,540
V14,C94,540
V14,C95,420
V14,C96,360
V14,C97,360
V14,C98,540
V14,C99,300
V14,C100,540
V14,C101,480
V14,C102,360
V14,C103,420
V14,C104,540
V14,C105,540
V14,C106,540
V14,C107,360
V14,C108,480
V14,C109,540
V14,C110,540
V14,C111,300
V14,C112,480
V14,C113,300
V14,C114,480
V14,C115,480
V14,C116,540
V14,C117,540
V14,C118,480
V14,C119,540
V14,C120,420
V14,C121,540
V14,C122,300
V14,C123,420
V14,C124,480
V14,C125,420
V14,C126,300
V14,C127,480
V14,C128,420
V14,C129,480
V14,C130,360
V14,C131,360
V14,C132,540
V14,C133,540
V14,C134,480
V14,C135,420
V14,C136,360
V14,C137,360
V14,C138,300
V14,C139,360
V14,C140,300
V14,C141,420
V14,C142,420
V14,C143,300
V14,C144,420
V14,C145,300
V14,C146,420
V14,C147,480
V14,C148,300
V14,C149,540
V14,C150,480
V15,C1,420
V15,C2,540
V15,C3,300
V15,C4,360
V15,C5,480
V15,C6,540
V15,C7,420
V15,C8,300
V15,C9,540
V15,C10,420
V15,C11,480
V15,C12,420
V15,C13,480
V15,C14,480
V15,C15,480
V15,C16,360
V15,C17,480
V15,C18,300
V15,C19,300
V15,C20,360
V15,C21,420
V15,C22,480
V15,C23,540
V15,C24,480
V15,C25,480
V15,C26,360
V15,C27,300
V15,C28,300
V15,C29,300
V15,C30,480
V15,C31,420
V15,C32,300
V15,C33,300
V15,C34,480
V15,C35,540
V15,C36,540
V15,C37,300
V15,C38,420
V15,C39,540
V15,C40,420
V15,C41,360
V15,C42,420
V15,C43,360
V15,C44,540
V15,C45,480
V15,C46,540
V15,C47,300
V15,C48,360
V15,C49,540
V15,C50,540
V15,C51,300
V15,C52,420
V15,C53,420
V15,C54,480
V15,C55,540
V15,C56,480
V15,C57,480
V15,C58,480
V15,C59,300
V15,C60,300
V15,C61,480
V15,C62,480
V15,C63,300
V15,C64,300
V15,C65,300
V15,C66,420
V15,C67,540
V15,C68,480
V15,C69,480
V15,C70,300
V15,C71,360
V15,C72,360
V15,C73,540
V15,C74,420
V15,C75,480
V15,C76,540
V15,C77,300
V15,C78,540
V15,C79,540
V15,C80,360
V15,C81,540
V15,C82,480
V15,C83,480
V15,C84,480
V15,C85,300
V15,C86,360
V15,C87,300
V15,C88,480
V15,C89,540
V15,C90,480
V15,C91,540
V15,C92,480
V15,C93,420
V15,C94,540
V15,C95,420
V15,C96,480
V15,C97,420
V15,C98,540
V15,C99,480
V15,C100,300
V15,C101,300
V15,C102,480
V15,C103,540
V15,C104,420
V15,C105,480
V15,C106,420
V15,C107,300
V15,C108,540
V15,C109,360
V15,C110,480
V15,C111,360
V15,C112,300
V15,C113,420
V15,C114,420
V15,C115,420
V15,C116,480
V15,C117,540
V15,C118,420
V15,C119,360
V15,C120,300
V15,C121,480
V15,C122,300
V15,C123,300
V15,C124,420
V15,C125,540
V15,C126,480
V15,C127,300
V15,C128,540
V15,C129,480
V15,C130,300
V15,C131,420
V15,C132,360
V15,C133,480
V15,C134,360
V15,C135,480
V15,C136,480
V15,C137,480
V15,C138,540
V15,C139,360
V15,C140,420
V15,C141,360
V15,C142,540
V15,C143,480
V15,C144,540
V15,C145,300
V15,C146,300
V15,C147,300
V15,C148,420
V15,C149,360
V15,C150,540
V16,C1,480
V16,C2,300
V16,C3,300
V16,C4,300
V16,C5,300
V16,C6,480
V16,C7,300
V16,C8,360
V16,C9,540
V16,C10,420
V16,C11,540
V16,C12,300
V16,C13,360
V16,C14,360
V16,C15,480
V16,C16,300
V16,C17,300
V16,C18,480
V16,C19,480
V16,C20,480
V16,C21,360
V16,C22,480
V16,C23,300
V16,C24,360
V16,C25,420
V16,C26,420
V16,C27,480
V16,C28,300
V16,C29,420
V16,C30,420
V16,C31,420
V16,C32,480
V16,C33,420
V16,C34,540
V16,C35,300
V16,C36,480
V16,C37,420
V16,C38,300
V16,C39,300
V16,C40,420
V16,C41,300
V16,C42,360
V16,C43,300
V16,C44,540
V16,C45,420
V16,C46,420
V16,C47,300
V16,C48,480
V16,C49,300
V16,C50,420
V16,C51,360
V16,C52,300
V16,C53,300
V16,C54,420
V16,C55,480
V16,C56,480
V16,C57,420
V16,C58,300
V16,C59,540
V16,C60,300
V16,C61,360
V16,C62,360
V16,C63,300
V16,C64,540
V16,C65,420
V16,C66,360
V16,C67,420
V16,C68,300
V16,C69,540
V16,C70,540
V16,C71,360
V16,C72,420
V16,C73,420
V16,C74,420
V16,C75,360
V16,C76,360
V16,C77,480
V16,C78,420
V16,C79,540
V16,C80,540
V16,C81,420
V16,C82,480
V16,C83,540
V16,C84,360
V16,C85,420
V16,C86,300
V16,C87,360
V16,C88,480
V16,C89,480
V16,C90,420
V16,C91,420
V16,C92,300
V16,C93,480
V16,C94,360
V16,C95,300
V16,C96,300
V16,C97,420
V16,C98,540
V16,C99,360
V16,C100,300
V16,C101,480
V16,C102,420
V16,C103,540
V16,C104,300
V16,C105,540
V16,C106,540
V16,C107,480
V16,C108,540
V16,C109,420
V16,C110,540
V16,C111,480
V16,C112,420
V16,C113,480
V16,C114,420
V16,C115,360
V16,C116,420
V16,C117,540
V16,C118,420
V16,C119,300
V16,C120,480
V16,C121,420
V16,C122,480
V16,C123,480
V16,C124,420
V16,C125,300
V16,C126,420
V16,C127,480
V16,C128,360
V16,C129,480
V16,C130,420
V16,C131,480
V16,C132,420
V16,C133,300
V16,C134,540
V16,C135,540
V16,C136,540
V16,C137,540
V16,C138,420
V16,C139,420
V16,C140,540
V16,C141,420
V16,C142,480
V16,C143,540
V16,C144,420
V16,C145,540
V16,C146,300
V16,C147,420
V16,C148,540
V16,C149,480
V16,C150,360
V17,C1,480
V17,C2,420
V17,C3,420
V17,C4,420
V17,C5,420
V17,C6,360
V17,C7,540
V17,C8,480
V17,C9,300
V17,C10,480
V17,C11,420
V17,C12,360
V17,C13,540
V17,C14,360
V17,C15,420
V17,C16,300
V17,C17,360
V17,C18,480
V17,C19,480
V17,C20,540
V17,C21,540
V17,C22,480
V17,C23,540
V17,C24,480
V17,C25,420
V17,C26,360
V17,C27,480
V17,C28,480
V17,C29,300
V17,C30,300
V17,C31,420
V17,C32,300
V17,C33,540
V17,C34,420
V17,C35,360
V17,C36,480
V17,C37,420
V17,C38,480
V17,C39,420
V17,C40,360
V17,C41,360
V17,C42,420
V17,C43,300
V17,C44,480
V17,C45,300
V17,C46,480
V17,C47,360
V17,C48,480
V17,C49,360
V17,C50,360
V17,C51,360
V17,C52,480
V17,C53,480
V17,C54,420
V17,C55,480
V17,C56,360
V17,C57,540
V17,C58,480
V17,C59,480
V17,C60,360
V17,C61,540
V17,C62,480
V17,C63,360
V17,C64,480
V17,C65,300
V17,C66,360
V17,C67,300
V17,C68,540
V17,C69,300
V17,C70,480
V17,C71,480
V17,C72,540
V17,C73,360
V17,C74,360
V17,C75,360
V17,C76,420
V17,C77,300
V17,C78,360
V17,C79,360
V17,C80,420
V17,C81,360
V17,C82,300
V17,C83,480
V17,C84,540
V17,C85,480
V17,C86,420
V17,C87,480
V17,C88,480
V17,C89,540
V17,C90,540
V17,C91,420
V17,C92,420
V17,C93,360
V17,C94,540
V17,C95,360
V17,C96,420
V17,C97,540
V17,C98,480
V17,C99,360
V17,C100,300
V17,C101,360
V17,C102,300
V17,C103,420
V17,C104,540
V17,C105,420
V17,C106,300
V17,C107,360
V17,C108,360
V17,C109,300
V17,C110,480
V17,C111,540
V17,C112,300
V17,C113,300
V17,C114,360
V17,C115,360
V17,C116,300
V17,C117,360
V17,C118,480
V17,C119,360
V17,C120,300
V17,C121,360
V17,C122,420
V17,C123,420
V17,C124,360
V17,C125,540
V17,C126,540
V17,C127,540
V17,C128,300
V17,C129,540
V17,C130,540
V17,C131,420
V17,C132,540
V17,C133,540
V17,C134,360
V17,C135,540
V17,C136,480
V17,C137,360
V17,C138,540
V17,C139,360
V17,C140,420
V17,C141,540
V17,C142,360
V17,C143,480
V17,C144,480
V17,C145,420
V17,C146,300
V17,C147,540
V17,C148,480
V17,C149,360
V17,C150,420
V18,C1,360
V18,C2,300
V18,C3,360
V18,C4,480
V18,C5,360
V18,C6,480
V18,C7,480
V18,C8,480
V18,C9,540
V18,C10,420
V18,C11,300
V18,C12,480
V18,C13,540
V18,C14,480
V18,C15,360
V18,C16,420
V18,C17,480
V18,C18,420
V18,C19,360
V18,C20,480
V18,C21,540
V18,C22,480
V18,C23,480
V18,C24,540
V18,C25,480
V18,C26,360
V18,C27,420
V18,C28,360
V18,C29,420
V18,C30,480
V18,C31,420
V18,C32,420
V18,C33,420
V18,C34,540
V18,C35,480
V18,C36,480
V18,C37,420
V18,C38,420
V18,C39,540
V18,C40,300
V18,C41,420
V18,C42,540
V18,C43,540
V18,C44,540
V18,C45,360
V18,C46,360
V18,C47,420
V18,C48,480
V18,C49,360
V18,C50,480
V18,C51,300
V18,C52,360
V18,C53,480
V18,C54,300
V18,C55,540
V18,C56,420
V18,C57,360
V18,C58,420
V18,C59,420
V18,C60,300
V18,C61,360
V18,C62,420
V18,C63,540
V18,C64,480
V18,C65,480
V18,C66,420
V18,C67,540
V18,C68,480
V18,C69,360
V18,C70,420
V18,C71,540
V18,C72,300
V18,C73,420
V18,C74,540
V18,C75,300
V18,C76,360
V18,C77,540
V18,C78,360
V18,C79,480
V18,C80,540
V18,C81,420
V18,C82,540
V18,C83,300
V18,C84,420
V18,C85,360
V18,C86,360
V18,C87,360
V18,C88,300
V18,C89,300
V18,C90,420
V18,C91,540
V18,C92,540
V18,C93,360
V18,C94,300
V18,C95,480
V18,C96,360
V18,C97,360
V18,C98,540
V18,C99,420
V18,C100,360
V18,C101,420
V18,C102,420
V18,C103,420
V18,C104,480
V18,C105,360
V18,C106,420
V18,C107,420
V18,C108,360
V18,C109,540
V18,C110,300
V18,C111,540
V18,C112,480
V18,C113,360
V18,C114,360
V18,C115,540
V18,C116,420
V18,C117,480
V18,C118,420
V18,C119,420
V18,C120,420
V18,C121,420
V18,C122,420
V18,C123,480
V18,C124,360
V18,C125,300
V18,C126,480
V18,C127,300
V18,C128,300
V18,C129,540
V18,C130,480
V18,C131,480
V18,C132,540
V18,C133,420
V18,C134,360
V18,C135,480
V18,C136,300
V18,C137,360
V18,C138,300
V18,C139,540
V18,C140,540
V18,C141,480
V18,C142,360
V18,C143,360
V18,C144,480
V18,C145,420
V18,C146,300
V18,C147,360
V18,C148,360
V18,C149,420
V18,C150,420
V19,C1,480
V19,C2,420
V19,C3,420
V19,C4,300
V19,C5,360
V19,C6,420
V19,C7,420
V19,C8,360
V19,C9,300
V19,C10,540
V19,C11,420
V19,C12,420
V19,C13,360
V19,C14,480
V19,C15,480
V19,C16,540
V19,C17,420
V19,C18,420
V19,C19,300
V19,C20,360
V19,C21,300
V19,C22,300
V19,C23,420
V19,C24,360
V19,C25,480
V19,C26,300
V19,C27,300
V19,C28,420
V19,C29,420
V19,C30,420
V19,C31,300
V19,C32,480
V19,C33,540
V19,C34,420
V19,C35,540
V19,C36,540
V19,C37,420
V19,C38,360
V19,C39,480
V19,C40,300
V19,C41,480
V19,C42,420
V19,C43,540
V19,C44,540
V19,C45,420
V19,C46,480
V19,C47,480
V19,C48,480
V19,C49,540
V19,C50,300
V19,C51,360
V19,C52,300
V19,C53,300
V19,C54,480
V19,C55,480
V19,C56,480
V19,C57,480
V19,C58,420
V19,C59,540
V19,C60,540
V19,C61,540
V19,C62,420
V19,C63,360
V19,C64,300
V19,C65,540
V19,C66,540
V19,C67,360
V19,C68,420
V19,C69,420
V19,C70,420
V19,C71,480
V19,C72,300
V19,C73,360
V19,C74,540
V19,C75,300
V19,C76,480
V19,C77,360
V19,C78,420
V19,C79,360
V19,C80,360
V19,C81,480
V19,C82,360
V19,C83,420
V19,C84,300
V19,C85,420
V19,C86,420
V19,C87,300
V19,C88,360
V19,C89,360
V19,C90,540
V19,C91,540
V19,C92,360
V19,C93,420
V19,C94,420
V19,C95,540
V19,C96,360
V19,C97,540
V19,C98,480
V19,C99,540
V19,C100,360
V19,C101,360
V19,C102,540
V19,C103,480
V19,C104,480
V19,C105,540
V19,C106,540
V19,C107,420
V19,C108,540
V19,C109,480
V19,C110,360
V19,C111,480
V19,C112,420
V19,C113,300
V19,C114,300
V19,C115,300
V19,C116,420
V19,C117,300
V19,C118,300
V19,C119,540
V19,C120,420
V19,C121,360
V19,C122,300
V19,C123,540
V19,C124,420
V19,C125,360
V19,C126,360
V19,C127,300
V19,C128,480
V19,C129,420
V19,C130,540
V19,C131,540
V19,C132,420
V19,C133,540
V19,C134,480
V19,C135,420
V19,C136,300
V19,C137,480
V19,C138,360
V19,C139,300
V19,C140,480
V19,C141,480
V19,C142,480
V19,C143,420
V19,C144,420
V19,C145,420
V19,C146,420
V19,C147,480
V19,C148,540
V19,C149,300
V19,C150,360
V20,C1,360
V20,C2,360
V20,C3,540
V20,C4,480
V20,C5,420
V20,C6,360
V20,C7,420
V20,C8,540
V20,C9,540
V20,C10,420
V20,C11,300
V20,C12,300
V20,C13,420
V20,C14,420
V20,C15,420
V20,C16,360
V20,C17,480
V20,C18,300
V20,C19,540
V20,C20,420
V20,C21,360
V20,C22,540
V20,C23,540
V20,C24,540
V20,C25,480
V20,C26,480
V20,C27,300
V20,C28,300
V20,C29,540
V20,C30,300
V20,C31,360
V20,C32,540
V20,C33,480
V20,C34,360
V20,C35,300
V20,C36,480
V20,C37,360
V20,C38,480
V20,C39,480
V20,C40,300
V20,C41,300
V20,C42,420
V20,C43,480
V20,C44,300
V20,C45,360
V20,C46,300
V20,C47,300
V20,C48,360
V20,C49,480
V20,C50,540
V20,C51,360
V20,C52,300
V20,C53,420
V20,C54,480
V20,C55,480
V20,C56,360
V20,C57,420
V20,C58,360
V20,C59,300
V20,C60,540
V20,C61,300
V20,C62,540
V20,C63,420
V20,C64,360
V20,C65,540
V20,C66,300
V20,C67,480
V20,C68,420
V20,C69,480
V20,C70,420
V20,C71,540
V20,C72,420
V20,C73,300
V20,C74,420
V20,C75,300
V20,C76,420
V20,C77,300
V20,C78,360
V20,C79,360
V20,C80,360
V20,C81,480
V20,C82,300
V20,C83,360
V20,C84,360
V20,C85,540
V20,C86,300
V20,C87,480
V20,C88,540
V20,C89,420
V20,C90,540
V20,C91,300
V20,C92,420
V20,C93,360
V20,C94,540
V20,C95,420
V20,C96,300
V20,C97,300
V20,C98,420
V20,C99,300
V20,C100,360
V20,C101,540
V20,C102,480
V20,C103,480
V20,C104,540
V20,C105,480
V20,C106,420
V20,C107,480
V20,C108,420
V20,C109,300
V20,C110,360
V20,C111,420
V20,C112,360
V20,C113,300
V20,C114,540
V20,C115,480
V20,C116,360
V20,C117,420
V20,C118,540
V20,C119,420
V20,C120,480
V20,C121,300
V20,C122,300
V20,C123,360
V20,C124,480
V20,C125,300
V20,C126,300
V20,C127,300
V20,C128,480
V20,C129,480
V20,C130,360
V20,C131,300
V20,C132,420
V20,C133,420
V20,C134,420
V20,C135,480
V20,C136,360
V20,C137,300
V20,C138,420
V20,C139,300
V20,C140,540
V20,C141,540
V20,C142,300
V20,C143,420
V20,C144,540
V20,C145,300
V20,C146,540
V20,C147,420
V20,C148,360
V20,C149,300
V20,C150,420
